NP_001288811.1 NP_186887.1
XP_018512135.1 NP_001330037.1
XP_018512138.1 NP_001031903.1
XP_018512142.1 NP_201171.1
XP_018512145.1 NP_001331183.1
XP_018512149.1 NP_001032025.1
XP_018512187.1 NP_201335.1
XP_018512198.1 NP_176871.2
XP_018512200.1 NP_001118565.1
XP_018512207.1 NP_001328464.1
XP_018512210.1 NP_001030763.1
XP_018512212.1 NP_001190642.1
XP_018512222.2 NP_568107.1
XP_018512245.2 NP_001326643.1
XP_018512273.2 NP_001322799.1
XP_018512274.1 NP_001322314.1
XP_018512282.1 NP_001190605.1
XP_018512283.1 NP_001185363.1
XP_018512285.1 NP_177219.2
XP_018512297.1 NP_001078586.1
XP_018512331.1 NP_001117617.1
XP_018512332.1 NP_177460.2
XP_018512336.1 NP_196993.3
XP_018512337.1 NP_001331366.1
XP_018512357.2 NP_565098.1
XP_018512358.1 NP_001322697.1
XP_018512368.2 NP_197965.1
XP_018512372.1 NP_197877.1
XP_018512380.1 NP_851227.1
XP_018512381.1 NP_001119319.1
XP_018512388.1 NP_177112.1
XP_018512407.2 NP_001321288.1
XP_018512421.1 NP_001332372.1
XP_018512423.1 NP_176717.1
XP_018512429.2 NP_565267.1
XP_018512434.2 NP_195908.1
XP_018512441.1 NP_001326109.1
XP_018512443.1 NP_001190579.1
XP_018512448.1 NP_192033.1
XP_018512493.2 NP_197069.1
XP_018512494.1 NP_001331415.1
XP_018512495.1 NP_001190309.1
XP_018512499.1 NP_001331784.1
XP_018512512.1 NP_001327635.1
XP_018512515.2 NP_187876.2
XP_018512518.2 NP_001328331.1
XP_018512520.1 NP_001032113.1
XP_018512542.1 NP_001324128.1
XP_018512582.1 NP_001318625.1
XP_018512598.1 NP_568068.1
XP_018512606.1 NP_001327396.1
XP_018512608.1 NP_001318788.1
XP_018512631.2 NP_566932.4
XP_018512633.1 NP_200057.1
XP_018512652.2 NP_195799.2
XP_018512661.1 NP_182045.1
XP_018512669.1 NP_001328809.1
XP_018512681.1 NP_001319947.1
XP_018512682.1 NP_001329276.1
XP_018512683.1 NP_001329897.1
XP_018512705.1 NP_192928.2
XP_018512716.1 NP_001332232.1
XP_018512734.1 NP_193855.2
XP_018512740.1 NP_001328257.1
XP_018512744.2 NP_001031656.1
XP_018512762.2 NP_180087.1
XP_018512765.1 NP_001032090.1
XP_018512780.1 NP_001325823.1
XP_018512783.1 NP_001325730.1
XP_018512816.1 NP_200584.1
XP_018512817.1 NP_001319128.1
XP_018512837.1 NP_192658.1
XP_018512846.2 NP_192088.1
XP_018512859.2 NP_001319577.1
XP_018512863.2 NP_001319592.1
XP_018512882.2 NP_200969.4
XP_018512893.1 NP_001190771.2
XP_018512948.1 NP_001323816.1
XP_018512952.1 NP_001078775.1
XP_018512957.1 NP_568934.1
XP_018512958.1 NP_200957.1
XP_018512959.1 NP_200936.1
XP_018512962.2 NP_001330694.1
XP_018512963.2 NP_001330695.1
XP_018512985.2 NP_196645.2
XP_018513003.2 NP_001329934.1
XP_018513014.1 NP_178762.1
XP_018513015.1 NP_001329723.1
XP_018513016.2 NP_193194.1
XP_018513022.1 NP_001031742.1
XP_018513023.1 NP_194666.1
XP_018513030.1 NP_193454.1
XP_018513039.2 NP_001189731.1
XP_018513042.2 NP_201043.1
XP_018513045.1 NP_001031693.1
XP_018513049.1 NP_683560.1
XP_018513053.1 NP_188242.1
XP_018513054.2 NP_566524.1
XP_018513066.1 NP_001030636.1
XP_018513089.1 NP_001325761.1
XP_018513114.1 NP_001154615.1
XP_018513119.1 NP_001332713.1
XP_018513123.1 NP_001319546.1
XP_018513126.1 NP_001318455.1
XP_018513128.1 NP_190627.2
XP_018513145.1 NP_197168.1
XP_018513152.1 NP_001326580.1
XP_018513164.1 NP_001318464.1
XP_018513187.2 NP_188468.1
XP_018513188.1 NP_001327301.1
XP_018513212.1 NP_195771.2
XP_018513221.2 NP_001330731.1
XP_018513242.2 NP_001329477.1
XP_018513264.1 NP_001328357.1
XP_018513285.1 NP_194851.2
XP_018513294.1 NP_001326134.1
XP_018513299.1 NP_001326814.1
XP_018513302.1 NP_001325617.1
XP_018513305.1 NP_001327456.1
XP_018513310.2 NP_001325618.1
XP_018513329.1 NP_001327421.1
XP_018513331.1 NP_566149.1
XP_018513343.1 NP_568328.1
XP_018513344.2 NP_001318544.1
XP_018513345.2 NP_181655.1
XP_018513349.2 NP_001154573.1
XP_018513351.2 NP_001318414.1
XP_018513363.1 NP_001324057.1
XP_018513378.1 NP_001331146.1
XP_018513381.1 NP_001329719.1
XP_018513385.1 NP_001331233.1
XP_018513386.1 NP_001324593.1
XP_018513409.1 NP_001319980.1
XP_018513410.1 NP_195153.2
XP_018513411.1 NP_200032.1
XP_018513412.1 NP_200029.1
XP_018513428.1 NP_196423.1
XP_018513435.2 NP_197666.1
XP_018513465.1 NP_187808.3
XP_018513467.1 NP_181853.3
XP_018513469.1 NP_001190797.1
XP_018513483.1 NP_199829.1
XP_018513508.2 NP_187729.1
XP_018513540.1 NP_001319564.1
XP_018513582.1 NP_180566.1
XP_018513585.1 NP_180661.1
XP_018513590.1 NP_181392.2
XP_018513592.1 NP_189092.1
XP_018513596.2 NP_178984.1
XP_018513610.1 NP_566562.1
XP_018513614.1 NP_194021.2
XP_018513622.1 NP_193560.2
XP_018513635.1 NP_181098.2
XP_018513637.1 NP_850381.1
XP_018513643.1 NP_001328201.1
XP_018513646.2 NP_175882.2
XP_018513652.1 NP_181663.1
XP_018513653.1 NP_850680.1
XP_018513657.1 NP_683547.2
XP_018513675.1 NP_189412.1
XP_018513681.1 NP_187360.1
XP_018513698.1 NP_001324505.1
XP_018513704.1 NP_001190855.1
XP_018513719.1 NP_001118466.1
XP_018513722.1 NP_001324186.1
XP_018513730.2 NP_001190726.1
XP_018513792.1 NP_001331274.1
XP_018513835.1 NP_001319900.1
XP_018513857.1 NP_179948.1
XP_018513893.1 NP_001118538.1
XP_018513900.2 NP_567021.1
XP_018513945.1 NP_001329992.1
XP_018513949.1 NP_001189685.1
XP_018513953.1 NP_973572.1
XP_018513970.1 NP_198759.1
XP_018513979.2 NP_181678.5
XP_018513988.2 NP_181028.2
XP_018514019.2 NP_850058.1
XP_018514020.2 NP_171706.1
XP_018514021.1 NP_001318359.1
XP_018514027.1 NP_030435.1
XP_018514029.1 NP_191445.1
XP_018514037.2 NP_178124.2
XP_018514045.1 NP_179731.4
XP_018514058.1 NP_001326221.1
XP_018514067.1 NP_199013.1
XP_018514070.1 NP_001324700.1
XP_018514080.2 NP_850321.1
XP_018514096.1 NP_001325040.1
XP_018514098.1 NP_001031389.1
XP_018514100.1 NP_001331338.1
XP_018514118.1 NP_850153.1
XP_018514141.1 NP_001323574.1
XP_018514143.1 NP_001324626.1
XP_018514144.1 NP_001329333.1
XP_018514163.1 NP_001319785.1
XP_018514166.1 NP_001324816.1
XP_018514172.1 NP_001118499.1
XP_018514173.1 NP_181677.1
XP_018514192.1 NP_001189695.1
XP_018514201.1 NP_001325815.1
XP_018514208.2 NP_850189.5
XP_018514233.2 NP_565764.1
XP_018514239.1 NP_181550.1
XP_018514262.1 NP_001030671.1
XP_018514263.1 NP_001319885.1
XP_018514282.1 NP_001329792.1
XP_018514284.1 NP_001319528.1
XP_018514290.1 NP_001323467.1
XP_018514291.1 NP_187475.1
XP_018514293.1 NP_001324811.1
XP_018514294.2 NP_001327342.1
XP_018514333.2 NP_567337.1
XP_018514364.2 NP_564759.1
XP_018514464.2 NP_187921.1
XP_018514483.1 NP_172480.2
XP_018514490.1 NP_172506.1
XP_018514527.1 NP_001318356.1
XP_018514536.1 NP_175604.1
XP_018514538.1 NP_850232.1
XP_018514541.1 NP_173631.2
XP_018514543.2 NP_181723.1
XP_018514549.1 NP_001319225.1
XP_018514550.1 NP_001323363.1
XP_018514552.2 NP_001030643.1
XP_018514555.2 NP_191457.2
XP_018514567.1 NP_187658.1
XP_018514573.1 NP_001030639.1
XP_018514601.2 NP_181185.1
XP_018514609.1 NP_001030652.1
XP_018514613.1 NP_181783.1
XP_018514619.2 NP_001318429.1
XP_018514649.1 NP_181266.2
XP_018514650.1 NP_182329.2
XP_018514652.1 NP_683421.1
XP_018514653.1 NP_187835.2
XP_018514655.1 NP_199962.1
XP_018514664.1 NP_850500.1
XP_018514673.2 NP_001327782.1
XP_018514675.1 NP_181378.2
XP_018514689.1 NP_001325968.1
XP_018514723.2 NP_001326918.1
XP_018514730.2 NP_188649.1
XP_018514731.1 NP_188512.1
XP_018514753.1 NP_001325661.1
XP_018514756.1 NP_001327623.1
XP_018514767.1 NP_188866.1
XP_018514772.1 NP_188947.2
XP_018514826.1 NP_187825.1
XP_018514846.2 NP_001318420.1
XP_018514849.2 NP_001325084.1
XP_018514864.1 NP_001327816.1
XP_018514874.2 NP_001320963.1
XP_018514890.1 NP_175295.1
XP_018514891.1 NP_001078119.1
XP_018514895.1 NP_181694.1
XP_018514902.1 NP_001185199.1
XP_018514923.1 NP_569018.1
XP_018514926.1 NP_001322709.1
XP_018514945.1 NP_201079.1
XP_018514950.1 NP_683431.1
XP_018514955.1 NP_190054.2
XP_018514966.1 NP_172635.1
XP_018514970.1 NP_974827.1
XP_018514981.1 NP_001323252.1
XP_018514989.1 NP_001319042.1
XP_018515006.1 NP_563919.1
XP_018515008.1 NP_173561.2
XP_018515009.1 NP_172883.2
XP_018515010.1 NP_001330757.1
XP_018515011.1 NP_001322064.1
XP_018515019.1 NP_001318976.1
XP_018515025.1 NP_201164.1
XP_018515026.2 NP_189517.1
XP_018515064.1 NP_178252.2
XP_018515177.1 NP_001118700.1
XP_018515182.1 NP_187412.1
XP_018515190.2 NP_195596.1
XP_018515198.2 NP_001327613.1
XP_018515206.1 NP_197728.1
XP_018515234.1 NP_001328489.1
XP_018515251.1 NP_201239.1
XP_018515263.2 NP_190225.1
XP_018515272.1 NP_001321390.1
XP_018515274.1 NP_001032016.1
XP_018515278.1 NP_172889.1
XP_018515287.1 NP_001322682.1
XP_018515291.2 NP_001031682.1
XP_018515292.1 NP_190538.1
XP_018515296.1 NP_193610.1
XP_018515307.2 NP_001031411.1
XP_018515317.1 NP_001032021.1
XP_018515323.2 NP_001184962.1
XP_018515337.1 NP_001318987.1
XP_018515342.1 NP_189605.1
XP_018515349.1 NP_001330162.1
XP_018515368.2 NP_172853.1
XP_018515377.1 NP_173042.1
XP_018515378.1 NP_001318641.1
XP_018515393.1 NP_564108.1
XP_018515395.1 NP_564109.1
XP_018515396.1 NP_198704.2
XP_018515402.1 NP_001332583.1
XP_018515426.1 NP_001327867.1
XP_018515434.1 NP_197875.3
XP_018515463.1 NP_001327499.1
XP_018515465.1 NP_001318186.1
XP_018515489.1 NP_175983.5
XP_018515502.1 NP_001077890.1
XP_018515507.1 NP_201351.1
XP_018515512.1 NP_001184937.1
XP_018515514.1 NP_189393.1
XP_018515515.1 NP_001326656.1
XP_018515521.1 NP_001032147.1
XP_018515530.2 NP_190391.1
XP_018515532.1 NP_563965.1
XP_018515541.1 NP_001077696.1
XP_033128008.1 NP_173564.1
XP_033128015.1 NP_001190008.1
XP_033128019.1 NP_190325.1
XP_033128054.1 NP_172895.2
XP_033128064.1 NP_564110.1
XP_033128067.1 NP_564111.1
XP_033128074.1 NP_001332588.1
XP_033128075.1 NP_175038.1
XP_033128087.1 NP_190528.1
XP_033128093.1 NP_001118801.1
XP_033128098.1 NP_001322884.1
XP_033128122.1 NP_001319036.1
XP_033128126.1 NP_564051.1
XP_033128127.1 NP_564037.1
XP_033128150.1 NP_566449.1
XP_033128159.1 NP_001077560.1
XP_033128161.1 NP_001322893.1
XP_033128164.1 NP_201078.1
XP_033128171.1 NP_001325359.1
XP_033128184.1 NP_201262.1
XP_033128189.1 NP_188100.2
XP_033128198.1 NP_201271.1
XP_033128202.1 NP_569006.1
XP_033128203.1 NP_001331197.1
XP_033128205.1 NP_001329953.1
XP_033128226.1 NP_201070.1
XP_033128230.1 NP_001319711.1
XP_033128240.1 NP_199551.2
XP_033128244.1 NP_199503.1
XP_033128246.1 NP_199374.4
XP_033128247.1 NP_567529.1
XP_033128250.1 NP_195454.1
XP_033128268.1 NP_199308.1
XP_033128301.1 NP_001330912.1
XP_033128304.1 NP_001078723.1
XP_033128314.1 NP_199395.2
XP_033128325.1 NP_190876.1
XP_033128339.1 NP_201144.1
XP_033128344.1 NP_001118719.1
XP_033128346.1 NP_566899.1
XP_033128347.1 NP_001327929.1
XP_033128351.1 NP_173139.1
XP_033128354.1 NP_001322797.1
XP_033128355.1 NP_172462.2
XP_033128357.1 NP_173504.1
XP_033128359.1 NP_194673.2
XP_033128363.1 NP_175796.1
XP_033128379.1 NP_175754.2
XP_033128380.1 NP_001321879.1
XP_033128381.1 NP_175716.1
XP_033128386.1 NP_175709.1
XP_033128390.1 NP_175711.1
XP_033128402.1 NP_172638.1
XP_033128403.1 NP_001324437.1
XP_033128408.1 NP_001189974.1
XP_033128414.1 NP_189187.2
XP_033128426.1 NP_172296.1
XP_033128431.1 NP_197832.1
XP_033128434.1 NP_201083.1
XP_033128438.1 NP_001117432.1
XP_033128456.1 NP_001117429.1
XP_033128457.1 NP_001078244.1
XP_033128465.1 NP_001154348.1
XP_033128466.1 NP_175359.2
XP_033128467.1 NP_186991.1
XP_033128485.1 NP_190105.3
XP_033128486.1 NP_001326585.1
XP_033128488.1 NP_001327866.1
XP_033128514.1 NP_190202.1
XP_033128515.1 NP_190210.2
XP_033128541.1 NP_190206.2
XP_033128548.1 NP_973437.1
XP_033128549.1 NP_001326149.1
XP_033128550.1 NP_190213.2
XP_033128556.1 NP_001031293.1
XP_033128558.1 NP_175322.1
XP_033128563.1 NP_001321617.1
XP_033128570.1 NP_172320.1
XP_033128585.1 NP_001078238.1
XP_033128596.1 NP_001319649.1
XP_033128607.1 NP_683413.1
XP_033128614.1 NP_173558.4
XP_033128617.1 NP_175998.1
XP_033128618.1 NP_001320406.1
XP_033128630.1 NP_172277.2
XP_033128646.1 NP_001320912.1
XP_033128651.1 NP_683287.2
XP_033128658.1 NP_194709.2
XP_033128659.1 NP_178786.1
XP_033128660.1 NP_001031141.1
XP_033128663.1 NP_199192.1
XP_033128669.1 NP_194697.1
XP_033128675.1 NP_001332192.1
XP_033128677.1 NP_974874.1
XP_033128679.1 NP_201140.1
XP_033128685.1 NP_175644.1
XP_033128701.1 NP_175573.2
XP_033128714.1 NP_175494.1
XP_033128717.1 NP_001328209.1
XP_033128728.1 NP_172378.1
XP_033128737.1 NP_563925.1
XP_033128739.1 NP_190003.1
XP_033128749.1 NP_001319634.1
XP_033128756.1 NP_194530.1
XP_033128763.1 NP_683309.1
XP_033128768.1 NP_173108.1
XP_033128779.1 NP_563999.1
XP_033128780.1 NP_173100.1
XP_033128798.1 NP_177838.2
XP_033128799.1 NP_173570.1
XP_033128806.1 NP_188230.1
XP_033128820.1 NP_173411.1
XP_033128835.1 NP_190500.2
XP_033128837.1 NP_188201.1
XP_033128846.1 NP_190153.1
XP_033128857.1 NP_001117267.1
XP_033128858.1 NP_178230.1
XP_033128866.1 NP_197870.1
XP_033128868.1 NP_001330701.1
XP_033128869.1 NP_175346.1
XP_033128871.1 NP_175960.1
XP_033128875.1 NP_172797.2
XP_033128882.1 NP_027543.2
XP_033128889.1 NP_193259.2
XP_033128899.1 NP_189210.2
XP_033128910.1 NP_001325579.1
XP_033128916.1 NP_189785.1
XP_033128920.1 NP_683594.1
XP_033128937.1 NP_187062.1
XP_033128944.1 NP_172816.2
XP_033128948.1 NP_172608.3
XP_033128952.1 NP_565245.1
XP_033128956.1 NP_001319658.1
XP_033128965.1 NP_683319.1
XP_033128970.1 NP_173164.1
XP_033128977.1 NP_001318638.1
XP_033128978.1 NP_193739.1
XP_033128983.1 NP_001326277.1
XP_033129001.1 NP_001119476.1
XP_033129003.1 NP_190421.1
XP_033129015.1 NP_201229.1
XP_033129016.1 NP_001190775.1
XP_033129019.1 NP_194747.1
XP_033129020.1 NP_193696.3
XP_033129021.1 NP_200217.1
XP_033129022.1 NP_051067.1
XP_033129023.1 NP_051066.1
XP_033129041.1 NP_190366.2
XP_033129042.1 NP_193602.4
XP_033129058.1 NP_564100.1
XP_033129067.1 NP_175480.1
XP_033129073.1 NP_172985.1
XP_033129076.1 NP_563967.1
XP_033129080.1 NP_193563.3
XP_033129093.1 NP_172872.1
XP_033129102.1 NP_001322930.1
XP_033129108.1 NP_189952.1
XP_033129118.1 NP_051051.1
XP_033129120.1 NP_974706.1
XP_033129124.1 NP_001190949.1
XP_033129131.1 NP_190041.2
XP_033129166.1 NP_172758.1
XP_033129168.1 NP_001323075.1
XP_033129172.1 NP_001328175.1
XP_033129174.1 NP_001325723.1
XP_033129177.1 NP_001118713.1
XP_033129178.1 NP_189339.1
XP_033129184.1 NP_172818.2
XP_033129190.1 NP_001185312.1
XP_033129196.1 NP_001331347.1
XP_033129205.1 NP_564092.1
XP_033129216.1 NP_201376.1
XP_033129219.1 NP_001330437.1
XP_033129232.1 NP_001322875.1
XP_033129237.1 NP_001322621.1
XP_033129238.1 NP_175087.1
XP_033129263.1 NP_565278.1
XP_033129269.1 NP_974006.1
XP_033129276.1 NP_173120.1
XP_033129277.1 NP_001329642.1
XP_033129280.1 NP_001318982.1
XP_033129283.1 NP_001077516.1
XP_033129286.1 NP_567568.1
XP_033129289.1 NP_197816.3
XP_033129291.1 NP_851067.1
XP_033129294.1 NP_178425.2
XP_033129303.1 NP_175973.1
XP_033129316.1 NP_001118288.1
XP_033129349.1 NP_190215.1
XP_033129365.1 NP_198247.1
XP_033129371.1 NP_001319995.1
XP_033129375.1 NP_001319996.1
XP_033129383.1 NP_051054.1
XP_033129385.1 NP_683579.1
XP_033129422.1 NP_001118679.1
XP_033129468.1 NP_189429.1
XP_033129474.1 NP_001117347.1
XP_033129514.1 NP_001324056.1
XP_033129523.1 NP_176586.1
XP_033129524.1 NP_975007.1
XP_033129526.1 NP_001329841.1
XP_033129528.1 NP_197754.1
XP_033129531.1 NP_179440.1
XP_033129541.1 NP_201546.1
XP_033129543.1 NP_197757.1
XP_033129560.1 NP_001119268.1
XP_033129561.1 NP_001031362.2
XP_033129568.1 NP_683469.1
XP_033129570.1 NP_001330174.1
XP_033129610.1 NP_001330792.1
XP_033129630.1 NP_198063.1
XP_033129637.1 NP_199668.1
XP_033129657.1 NP_001331910.1
XP_033129659.1 NP_001190490.1
XP_033129660.1 NP_568703.1
XP_033129672.1 NP_001327276.1
XP_033129676.1 NP_001031941.1
XP_033129677.1 NP_567556.1
XP_033129687.1 NP_198092.1
XP_033129691.1 NP_850879.1
XP_033129694.1 NP_197992.1
XP_033129701.1 NP_199638.1
XP_033129703.1 NP_193733.1
XP_033129704.1 NP_851088.1
XP_033129707.1 NP_189230.1
XP_033129722.1 NP_197953.1
XP_033129727.1 NP_974907.1
XP_033129728.1 NP_001318654.1
XP_033129733.1 NP_568478.1
XP_033129734.1 NP_189674.1
XP_033129735.1 NP_199771.1
XP_033129751.1 NP_189679.1
XP_033129760.1 NP_568485.1
XP_033129761.1 NP_850883.1
XP_033129762.1 NP_001032041.1
XP_033129763.1 NP_568489.1
XP_033129764.1 NP_001119293.1
XP_033129768.1 NP_680718.1
XP_033129780.1 NP_001184972.1
XP_033129786.1 NP_001318754.1
XP_033129789.1 NP_001030944.1
XP_033129794.1 NP_193597.1
XP_033129799.1 NP_189946.1
XP_033129801.1 NP_193530.1
XP_033129811.1 NP_201061.1
XP_033129832.1 NP_683316.2
XP_033129837.1 NP_001318882.1
XP_033129842.1 NP_051039.1
XP_033129844.1 NP_175497.1
XP_033129846.1 NP_175500.1
XP_033129850.1 NP_175487.1
XP_033129853.1 NP_197937.1
XP_033129857.1 NP_051044.1
XP_033129858.1 NP_193586.1
XP_033129859.1 NP_195615.1
XP_033129880.1 NP_001117258.1
XP_033129882.1 NP_051084.1
XP_033129900.1 NP_172439.1
XP_033129918.1 NP_564116.1
XP_033129921.1 NP_189945.1
XP_033129922.1 NP_051101.1
XP_033129928.1 NP_176733.2
XP_033129929.1 NP_176758.1
XP_033129938.1 NP_190337.1
XP_033129946.1 NP_001325047.1
XP_033129947.1 NP_188696.1
XP_033129956.1 NP_193153.3
XP_033129990.1 NP_001190041.1
XP_033129993.1 NP_190302.1
XP_033130008.1 NP_190363.3
XP_033130025.1 NP_973814.1
XP_033130044.1 NP_566828.1
XP_033130051.1 NP_172504.1
XP_033130055.1 NP_001118977.1
XP_033130079.1 NP_563841.1
XP_033130081.1 NP_671841.1
XP_033130084.1 NP_173332.1
XP_033130085.1 NP_001319030.1
XP_033130086.1 NP_173197.2
XP_033130091.1 NP_172928.2
XP_033130104.1 NP_194720.2
XP_033130107.1 NP_565043.1
XP_033130124.1 NP_564236.1
XP_033130146.1 NP_174832.1
XP_033130149.1 NP_001189622.1
XP_033130152.1 NP_199541.1
XP_033130154.1 NP_001189969.1
XP_033130159.1 NP_973918.1
XP_033130184.1 NP_001319823.1
XP_033130202.1 NP_564999.2
XP_033130212.1 NP_177302.1
XP_033130225.1 NP_197042.2
XP_033130228.1 NP_683482.1
XP_033130236.1 NP_177004.1
XP_033130245.1 NP_177113.3
XP_033130250.1 NP_564952.1
XP_033130253.1 NP_001031261.1
XP_033130267.1 NP_177122.2
XP_033130278.1 NP_177307.1
XP_033130281.1 NP_564958.2
XP_033130282.1 NP_849866.1
XP_033130283.1 NP_001321800.1
XP_033130284.1 NP_564950.1
XP_033130285.1 NP_177017.2
XP_033130286.1 NP_564941.1
XP_033130287.1 NP_001077795.1
XP_033130288.1 NP_564943.1
XP_033130326.1 NP_565677.1
XP_033130354.1 NP_851119.1
XP_033130355.1 NP_566753.1
XP_033130359.1 NP_189064.1
XP_033130370.1 NP_189076.1
XP_033130427.1 NP_198875.1
XP_033130430.1 NP_179623.1
XP_033130431.1 NP_176358.2
XP_033130450.1 NP_001319407.1
XP_033130484.1 NP_001119353.1
XP_033130497.1 NP_001323064.1
XP_033130549.1 NP_564998.1
XP_033130553.1 NP_181670.2
XP_033130554.1 NP_001077799.1
XP_033130566.1 NP_849997.2
XP_033130567.1 NP_179595.5
XP_033130574.1 NP_565462.1
XP_033130575.1 NP_001323792.1
XP_033130577.1 NP_001325172.1
XP_033130578.1 NP_001189559.1
XP_033130582.1 NP_974253.1
XP_033130583.1 NP_565463.1
XP_033130585.1 NP_179587.1
XP_033130590.1 NP_001322332.1
XP_033130634.1 NP_190849.1
XP_033130646.1 NP_177599.1
XP_033130652.1 NP_565088.1
XP_033130654.1 NP_180334.1
XP_033130661.1 NP_001325603.1
XP_033130664.1 NP_001325846.1
XP_033130666.1 NP_564036.1
XP_033130684.1 NP_001323123.1
XP_033130696.1 NP_174326.1
XP_033130702.1 NP_174365.1
XP_033130703.1 NP_174310.1
XP_033130708.1 NP_174270.1
XP_033130718.1 NP_001320665.1
XP_033130720.1 NP_001318238.1
XP_033130732.1 NP_177763.1
XP_033130774.1 NP_176369.1
XP_033130777.1 NP_565350.1
XP_033130786.1 NP_565358.1
XP_033130788.1 NP_195357.2
XP_033130793.1 NP_180433.1
XP_033130797.1 NP_565476.1
XP_033130822.1 NP_001185329.1
XP_033130837.1 NP_564839.1
XP_033130852.1 NP_001320400.1
XP_033130865.1 NP_172490.1
XP_033130879.1 NP_180380.3
XP_033130897.1 NP_001117616.1
XP_033130900.1 NP_188954.1
XP_033130914.1 NP_191720.1
XP_033130923.1 NP_177439.2
XP_033130931.1 NP_177416.1
XP_033130951.1 NP_001319624.1
XP_033131003.1 NP_001078427.2
XP_033131010.1 NP_193966.2
XP_033131020.1 NP_566764.1
XP_033131024.1 NP_001322159.1
XP_033131035.1 NP_001031697.1
XP_033131042.1 NP_001319056.1
XP_033131043.1 NP_173513.1
XP_033131047.1 NP_001154517.1
XP_033131049.1 NP_175798.2
XP_033131069.1 NP_001328841.1
XP_033131079.1 NP_565445.1
XP_033131080.1 NP_177681.2
XP_033131086.1 NP_177684.1
XP_033131088.1 NP_177676.2
XP_033131105.1 NP_178059.1
XP_033131129.1 NP_001030883.1
XP_033131136.1 NP_001031095.1
XP_033131145.1 NP_001328567.1
XP_033131146.1 NP_565056.1
XP_033131150.1 NP_177459.1
XP_033131157.1 NP_001319370.1
XP_033131167.1 NP_177529.2
XP_033131169.1 NP_177561.1
XP_033131171.1 NP_177562.1
XP_033131185.1 NP_564843.1
XP_033131189.1 NP_177749.1
XP_033131190.1 NP_177746.1
XP_033131192.1 NP_176970.2
XP_033131208.1 NP_178070.2
XP_033131214.1 NP_566735.1
XP_033131215.1 NP_001319626.1
XP_033131216.1 NP_001077591.1
XP_033131217.1 NP_565486.1
XP_033131220.1 NP_850003.1
XP_033131224.1 NP_198003.1
XP_033131225.1 NP_001078809.1
XP_033131228.1 NP_001318888.1
XP_033131236.1 NP_001190635.1
XP_033131240.1 NP_001190631.1
XP_033131257.1 NP_565175.1
XP_033131260.1 NP_565174.1
XP_033131268.1 NP_178535.3
XP_033131292.1 NP_001325565.1
XP_033131304.1 NP_001154366.1
XP_033131319.1 NP_001321086.1
XP_033131320.1 NP_001189547.1
XP_033131347.1 NP_683493.1
XP_033131351.1 NP_175139.1
XP_033131360.1 NP_179379.1
XP_033131362.1 NP_001325206.1
XP_033131364.1 NP_849969.2
XP_033131378.1 NP_177636.1
XP_033131391.1 NP_001323613.1
XP_033131399.1 NP_849984.1
XP_033131400.1 NP_175341.1
XP_033131402.1 NP_565429.1
XP_033131406.1 NP_177844.1
XP_033131409.1 NP_177053.1
XP_033131422.1 NP_201499.1
XP_033131434.1 NP_191605.2
XP_033131445.1 NP_001322803.1
XP_033131453.1 NP_001320684.1
XP_033131456.1 NP_001320643.1
XP_033131468.1 NP_178732.1
XP_033131469.1 NP_177321.1
XP_033131470.1 NP_001322471.1
XP_033131471.1 NP_849877.1
XP_033131476.1 NP_177575.1
XP_033131485.1 NP_177553.3
XP_033131497.1 NP_001324438.1
XP_033131503.1 NP_001118779.1
XP_033131511.1 NP_001319049.1
XP_033131518.1 NP_565384.1
XP_033131536.1 NP_192140.1
XP_033131571.1 NP_198599.1
XP_033131574.1 NP_180466.2
XP_033131578.1 NP_180470.2
XP_033131601.1 NP_565379.1
XP_033131604.1 NP_001325244.1
XP_033131618.1 NP_174138.1
XP_033131626.1 NP_001319385.1
XP_033131628.1 NP_001117604.1
XP_033131639.1 NP_001319419.1
XP_033131644.1 NP_001331092.1
XP_033131650.1 NP_001324130.1
XP_033131651.1 NP_176873.1
XP_033131654.1 NP_001320810.1
XP_033131658.1 NP_001190074.1
XP_033131676.1 NP_564914.1
XP_033131697.1 NP_191155.1
XP_033131723.1 NP_001319366.1
XP_033131767.1 NP_201507.1
XP_033131768.1 NP_201513.1
XP_033131770.1 NP_177483.2
XP_033131805.1 NP_001327518.1
XP_033131821.1 NP_178566.1
XP_033131832.1 NP_001327140.1
XP_033131857.1 NP_001154363.1
XP_033131881.1 NP_201482.2
XP_033131893.1 NP_197885.1
XP_033131911.1 NP_178683.2
XP_033131919.1 NP_177906.1
XP_033131923.1 NP_001117601.1
XP_033131924.1 NP_001185386.1
XP_033131932.1 NP_176988.4
XP_033131943.1 NP_001319393.1
XP_033131952.1 NP_565045.1
XP_033131970.1 NP_177758.2
XP_033131972.1 NP_177760.1
XP_033131980.1 NP_680130.1
XP_033131983.1 NP_178164.3
XP_033131987.1 NP_001185412.1
XP_033131991.1 NP_001117607.1
XP_033131995.1 NP_195768.1
XP_033131996.1 NP_176934.2
XP_033132005.1 NP_177332.1
XP_033132009.1 NP_177342.1
XP_033132011.1 NP_178093.1
XP_033132013.1 NP_178098.1
XP_033132014.1 NP_173864.1
XP_033132019.1 NP_179185.1
XP_033132026.1 YP_009472116.2
XP_033132027.1 NP_565158.1
XP_033132028.1 NP_001319392.1
