XP_018432515.1 NP_201156.1
XP_018485915.1 NP_188216.2
XP_018485916.1 NP_174310.1
XP_018485918.1 NP_179827.1
XP_018485919.1 NP_172517.1
XP_018485923.1 NP_191095.1
XP_018485924.1 NP_001320619.1
XP_018485926.1 NP_850940.1
XP_018485928.1 NP_001322080.1
XP_018485929.1 NP_566588.1
XP_018485930.1 NP_564527.1
XP_018485931.1 NP_566586.1
XP_018485932.1 NP_001078096.1
XP_018485938.1 NP_188391.1
XP_018485941.1 NP_188271.1
XP_018485943.1 NP_186995.1
XP_018485946.1 NP_186797.1
XP_018485947.1 NP_186798.1
XP_018485948.1 NP_174599.1
XP_018485953.1 NP_188519.2
XP_018485955.1 NP_187886.2
XP_018485956.1 NP_172228.3
XP_018485962.1 NP_001325618.1
XP_018485965.1 NP_566249.1
XP_018485966.1 NP_001326502.1
XP_018485967.1 NP_565383.1
XP_018485968.1 NP_563726.1
XP_018485970.1 NP_001319498.1
XP_018485971.1 NP_001030762.1
XP_018485973.1 NP_566567.1
XP_018485976.1 NP_001327555.1
XP_018485978.1 NP_974235.1
XP_018485979.1 NP_001326109.1
XP_018485982.1 NP_179196.1
XP_018485984.1 NP_191816.1
XP_018485989.1 NP_188771.2
XP_018485990.1 NP_188777.1
XP_018485991.1 NP_001190078.1
XP_018485993.1 NP_566355.1
XP_018485995.1 NP_566979.1
XP_018485996.1 NP_187958.1
XP_018485997.1 NP_191105.2
XP_018485998.1 NP_189127.1
XP_018485999.1 NP_172371.1
XP_018486000.1 NP_191125.1
XP_018486008.1 NP_001031127.1
XP_018486012.1 NP_001319469.1
XP_018486013.1 NP_001189806.1
XP_018486015.1 NP_001118584.1
XP_018486017.1 NP_188849.3
XP_018486018.1 NP_001327524.1
XP_018486025.1 NP_180180.3
XP_018486026.1 NP_201217.1
XP_018486035.1 NP_178312.1
XP_018486036.1 NP_566308.1
XP_018486037.1 NP_974247.1
XP_018486038.1 NP_001327695.1
XP_018486040.1 NP_001323325.1
XP_018486043.1 NP_175080.2
XP_018486045.1 NP_187226.2
XP_018486047.1 NP_179082.1
XP_018486050.1 NP_001030682.1
XP_018486051.1 NP_566438.1
XP_018486053.1 NP_001030882.1
XP_018486054.1 NP_187383.1
XP_018486055.1 NP_974246.1
XP_018486058.1 NP_001323008.1
XP_018486060.1 NP_175459.1
XP_018486061.1 NP_001318675.1
XP_018486064.1 NP_191640.1
XP_018486066.1 NP_566667.1
XP_018486067.1 NP_001327066.1
XP_018486068.1 NP_190912.1
XP_018486070.1 NP_189171.2
XP_018486074.1 NP_176239.1
XP_018486075.1 NP_565606.1
XP_018486077.1 NP_001331433.1
XP_018486078.1 NP_680469.1
XP_018486079.1 NP_188905.1
XP_018486081.1 NP_191676.1
XP_018486083.1 NP_001322166.1
XP_018486085.1 NP_974471.1
XP_018486086.1 NP_001319771.1
XP_018486088.1 NP_974243.1
XP_018486089.1 NP_566293.1
XP_018486090.1 NP_001189950.1
XP_018486093.1 NP_566678.1
XP_018486094.1 NP_568989.1
XP_018486095.1 NP_172816.2
XP_018486097.1 NP_563779.1
XP_018486099.1 NP_172128.1
XP_018486101.1 NP_564403.1
XP_018486102.1 NP_569008.1
XP_018486105.1 NP_001320253.1
XP_018486107.1 NP_001321754.1
XP_018486110.1 NP_191104.1
XP_018486111.1 NP_001321412.1
XP_018486116.1 NP_190839.1
XP_018486123.1 NP_563860.1
XP_018486126.1 NP_172572.1
XP_018486131.1 NP_188957.2
XP_018486132.1 NP_188408.1
XP_018486134.1 NP_001319764.1
XP_018486137.1 NP_001319464.1
XP_018486140.1 NP_001322825.1
XP_018486142.1 NP_566758.1
XP_018486144.1 NP_567101.1
XP_018486146.1 NP_001325340.1
XP_018486151.1 NP_564437.1
XP_018486154.1 NP_191271.2
XP_018486157.1 NP_188786.1
XP_018486158.1 NP_001078198.1
XP_018486159.1 NP_174753.1
XP_018486160.1 NP_187088.2
XP_018486168.1 NP_683283.1
XP_018486169.1 NP_179235.1
XP_018486170.1 NP_189162.1
XP_018486171.1 NP_001031121.1
XP_018486175.1 NP_566612.1
XP_018486176.1 NP_188576.1
XP_018486177.1 NP_566746.1
XP_018486179.1 NP_188147.1
XP_018486180.1 NP_175961.1
XP_018486184.1 NP_171723.2
XP_018486185.1 NP_188702.2
XP_018486191.1 NP_191762.1
XP_018486192.1 NP_001319818.1
XP_018486193.1 NP_001077471.1
XP_018486196.1 NP_566768.1
XP_018486197.1 NP_001190165.1
XP_018486199.1 NP_187478.1
XP_018486204.1 NP_564474.1
XP_018486205.1 NP_172010.1
XP_018486206.1 NP_564493.1
XP_018486207.1 NP_188632.1
XP_018486208.1 NP_566412.1
XP_018486212.1 NP_001325638.1
XP_018486215.1 NP_187059.1
XP_018486218.1 NP_566516.1
XP_018486219.1 NP_187179.2
XP_018486220.1 NP_566590.1
XP_018486223.1 NP_190886.4
XP_018486225.1 NP_188597.1
XP_018486227.1 NP_188813.1
XP_018486230.1 NP_186937.1
XP_018486231.1 NP_191806.1
XP_018486232.1 NP_191804.1
XP_018486234.1 NP_566654.1
XP_018486237.1 NP_188902.1
XP_018486238.1 NP_189016.2
XP_018486244.1 NP_566490.1
XP_018486246.1 NP_563885.1
XP_018486247.1 NP_173558.4
XP_018486248.1 NP_175722.1
XP_018486252.1 NP_001326323.1
XP_018486253.1 NP_190936.2
XP_018486256.1 NP_190956.1
XP_018486257.1 NP_563694.1
XP_018486266.1 NP_191439.1
XP_018486269.1 NP_174121.2
XP_018486271.1 NP_566155.1
XP_018486273.1 NP_179037.2
XP_018486274.1 NP_850719.1
XP_018486276.1 NP_001189865.1
XP_018486279.1 NP_171924.2
XP_018486286.1 NP_188012.2
XP_018486288.1 NP_188013.2
XP_018486289.1 NP_188299.1
XP_018486290.1 NP_001118339.1
XP_018486295.1 NP_001327377.1
XP_018486296.1 NP_187892.2
XP_018486297.1 NP_001323459.1
XP_018486299.1 NP_001327013.1
XP_018486301.1 NP_001327213.1
XP_018486303.1 NP_176277.1
XP_018486305.1 NP_001319630.1
XP_018486306.1 NP_564303.2
XP_018486307.1 NP_566385.1
XP_018486308.1 NP_974431.2
XP_018486310.1 NP_188134.2
XP_018486311.1 NP_188424.2
XP_018486315.1 NP_187451.2
XP_018486321.1 NP_566231.1
XP_018486322.1 NP_001117399.1
XP_018486326.1 NP_178517.2
XP_018486327.1 NP_201377.2
XP_018486328.1 NP_001189841.1
XP_018486330.1 NP_851269.1
XP_018486338.1 NP_001327034.1
XP_018486340.1 NP_174120.1
XP_018486342.1 NP_567069.1
XP_018486343.1 NP_201078.1
XP_018486345.1 NP_187687.1
XP_018486346.1 NP_001325505.1
XP_018486353.1 NP_188396.2
XP_018486355.1 NP_172091.1
XP_018486358.1 NP_172642.3
XP_018486360.1 NP_565354.1
XP_018486361.1 NP_186749.2
XP_018486365.1 NP_187329.1
XP_018486369.1 NP_001325929.1
XP_018486370.1 NP_001030980.1
XP_018486376.1 NP_001077469.1
XP_018486380.1 NP_188460.1
XP_018486383.1 NP_188295.2
XP_018486386.1 NP_566460.1
XP_018486388.1 NP_567113.1
XP_018486389.1 NP_001118876.1
XP_018486392.1 NP_191700.2
XP_018486395.1 NP_191315.1
XP_018486397.1 NP_564609.3
XP_018486398.1 NP_001321342.1
XP_018486400.1 NP_178507.1
XP_018486401.1 NP_683280.1
XP_018486402.1 NP_001031182.1
XP_018486403.1 NP_195055.1
XP_018486404.1 NP_191639.2
XP_018486407.1 NP_001077674.1
XP_018486408.1 NP_201562.1
XP_018486409.1 NP_186860.1
XP_018486410.1 NP_186859.1
XP_018486413.1 NP_850535.1
XP_018486414.1 NP_174606.2
XP_018486415.1 NP_171912.2
XP_018486416.1 NP_186869.2
XP_018486417.1 NP_567043.2
XP_018486418.1 NP_188835.1
XP_018486422.1 NP_563817.1
XP_018486423.1 NP_188674.1
XP_018486426.1 NP_564613.1
XP_018486427.1 NP_566383.1
XP_018486430.1 NP_001327068.1
XP_018486432.1 NP_001319735.1
XP_018486435.1 NP_974442.1
XP_018486436.1 NP_001326318.1
XP_018486442.1 NP_001117472.2
XP_018486443.1 NP_175643.1
XP_018486450.1 NP_850514.1
XP_018486453.1 NP_566237.1
XP_018486455.1 NP_189103.2
XP_018486456.1 NP_001319633.1
XP_018486457.1 NP_189100.1
XP_018486458.1 NP_188014.1
XP_018486461.1 NP_188799.1
XP_018486463.1 NP_001322929.1
XP_018486467.1 NP_187474.2
XP_018486469.1 NP_566429.1
XP_018486470.1 NP_001031153.1
XP_018486471.1 NP_175189.2
XP_018486472.1 NP_001319482.1
XP_018486474.1 NP_850519.1
XP_018486475.1 NP_187362.3
XP_018486476.1 NP_566298.1
XP_018486482.1 NP_201106.1
XP_018486485.1 NP_188869.1
XP_018486487.1 NP_001189875.1
XP_018486488.1 NP_199039.1
XP_018486489.1 NP_001321510.1
XP_018486490.1 NP_563652.1
XP_018486496.1 NP_566688.4
XP_018486498.1 NP_171821.1
XP_018486503.1 NP_187953.1
XP_018486505.1 NP_187254.1
XP_018486507.1 NP_171774.2
XP_018486516.1 NP_566715.1
XP_018486518.1 NP_566244.1
XP_018486520.1 NP_188945.1
XP_018486521.1 NP_567035.1
XP_018486523.1 NP_174109.2
XP_018486526.1 NP_188752.1
XP_018486527.1 NP_567080.1
XP_018486528.1 NP_188701.2
XP_018486530.1 NP_190930.1
XP_018486532.1 NP_175546.1
XP_018486533.1 NP_186997.1
XP_018486534.1 NP_001319157.1
XP_018486536.1 NP_191160.1
XP_018486537.1 NP_569006.1
XP_018486539.1 NP_188109.1
XP_018486545.1 NP_172421.1
XP_018486547.1 NP_172667.1
XP_018486549.1 NP_566150.1
XP_018486552.1 NP_001326396.1
XP_018486553.1 NP_187415.2
XP_018486556.1 NP_001326649.1
XP_018486557.1 NP_001326818.1
XP_018486558.1 NP_974434.2
XP_018486564.1 NP_189149.2
XP_018486565.1 NP_175737.1
XP_018486567.1 NP_566704.1
XP_018486575.1 NP_001321241.1
XP_018486576.1 NP_172507.1
XP_018486578.1 NP_174297.1
XP_018486582.1 NP_001078143.1
XP_018486583.1 NP_001325741.1
XP_018486586.1 NP_189035.1
XP_018486588.1 NP_001078152.1
XP_018486592.1 NP_001118663.1
XP_018486593.1 NP_564386.1
XP_018486594.1 NP_174426.2
XP_018486599.1 NP_187956.1
XP_018486600.1 NP_175483.1
XP_018486612.1 NP_172716.1
XP_018486614.1 NP_001326787.1
XP_018486615.1 NP_187172.1
XP_018486616.1 NP_191862.1
XP_018486618.1 NP_189130.1
XP_018486621.1 NP_568939.2
XP_018486626.1 NP_187425.1
XP_018486628.1 NP_566802.1
XP_018486631.1 NP_178534.2
XP_018486633.1 NP_565625.1
XP_018486637.1 NP_175142.1
XP_018486638.1 NP_188725.3
XP_018486646.1 NP_172671.1
XP_018486648.1 NP_001078307.1
XP_018486649.1 NP_568970.2
XP_018486651.1 NP_174469.1
XP_018486652.1 NP_567294.1
XP_018486653.1 NP_001032154.1
XP_018486657.1 NP_001077476.1
XP_018486658.1 NP_001322649.1
XP_018486659.1 NP_001326059.1
XP_018486661.1 NP_001185379.1
XP_018486664.1 NP_188880.1
XP_018486665.1 NP_178641.1
XP_018486666.1 NP_178648.1
XP_018486667.1 NP_173616.2
XP_018486671.1 NP_188222.1
XP_018486672.1 NP_566762.1
XP_018486687.1 NP_187006.2
XP_018486690.1 NP_566592.1
XP_018486691.1 NP_566580.1
XP_018486692.1 NP_190995.2
XP_018486699.1 NP_001189833.1
XP_018486700.1 NP_001030857.1
XP_018486701.1 NP_565602.1
XP_018486702.1 NP_172286.1
XP_018486710.1 NP_974357.1
XP_018486711.1 NP_566753.1
XP_018486712.1 NP_201240.1
XP_018486714.1 NP_001320912.1
XP_018486716.1 NP_171627.2
XP_018486717.1 NP_566579.1
XP_018486718.1 NP_001078138.1
XP_018486719.1 NP_001117462.1
XP_018486720.1 NP_001325509.1
XP_018486723.1 NP_001319467.1
XP_018486725.1 NP_191621.1
XP_018486726.1 NP_566277.2
XP_018486730.1 NP_001319223.1
XP_018486731.1 NP_001318969.1
XP_018486733.1 NP_189235.1
XP_018486736.1 NP_566384.1
XP_018486738.1 NP_566738.1
XP_018486741.1 NP_172040.2
XP_018486742.1 NP_001327396.1
XP_018486743.1 NP_171826.2
XP_018486747.1 NP_001327079.1
XP_018486749.1 NP_188020.1
XP_018486751.1 NP_179263.1
XP_018486752.1 NP_001077448.1
XP_018486754.1 NP_172093.1
XP_018486756.1 NP_566147.3
XP_018486757.1 NP_172027.2
XP_018486758.1 NP_565623.1
XP_018486759.1 NP_175608.1
XP_018486764.1 NP_172545.1
XP_018486773.1 NP_187213.1
XP_018486774.1 NP_566326.1
XP_018486777.1 NP_566754.1
XP_018486778.1 NP_001319768.1
XP_018486786.1 NP_188235.1
XP_018486788.1 NP_001327456.1
XP_018486790.1 NP_563809.1
XP_018486794.1 NP_001154369.1
XP_018486795.1 NP_186999.1
XP_018486799.1 NP_001154322.1
XP_018486804.1 NP_001031335.1
XP_018486810.1 NP_191010.1
XP_018486811.1 NP_191011.1
XP_018486812.1 NP_567065.1
XP_018486814.1 NP_001318241.1
XP_018486816.1 NP_001325894.1
XP_018486818.1 NP_566139.1
XP_018486819.1 NP_201363.1
XP_018486820.1 NP_001330757.1
XP_018486822.1 NP_188258.1
XP_018486824.1 NP_566478.1
XP_018486825.1 NP_974310.1
XP_018486826.1 NP_175689.1
XP_018486827.1 NP_188811.2
XP_018486829.1 NP_201053.2
XP_018486830.1 NP_001325807.1
XP_018486831.1 NP_188076.1
XP_018486834.1 NP_187552.3
XP_018486836.1 NP_188772.2
XP_018486837.1 NP_001078196.1
XP_018486839.1 NP_187349.2
XP_018486840.1 NP_188700.1
XP_018486843.1 NP_566742.1
XP_018486845.1 NP_191501.1
XP_018486852.1 NP_191298.1
XP_018486855.1 NP_565337.1
XP_018486861.1 NP_186836.1
XP_018486863.1 NP_201029.1
XP_018486865.1 NP_001030926.1
XP_018486866.1 NP_171825.3
XP_018486868.1 NP_565309.2
XP_018486873.1 NP_563709.1
XP_018486874.1 NP_001325550.1
XP_018486878.1 NP_191746.1
XP_018486879.1 NP_175353.1
XP_018486882.1 NP_179175.3
XP_018486883.1 NP_189158.3
XP_018486887.1 NP_566710.1
XP_018486891.1 NP_187843.1
XP_018486892.1 NP_172171.1
XP_018486893.1 NP_001319628.1
XP_018486897.1 NP_173822.2
XP_018486898.1 NP_001322356.1
XP_018486899.1 NP_568972.2
XP_018486904.1 NP_563735.1
XP_018486905.1 NP_565319.1
XP_018486906.1 NP_188871.1
XP_018486908.1 NP_974279.1
XP_018486910.1 NP_173411.1
XP_018486912.1 NP_564480.1
XP_018486913.1 NP_001321415.1
XP_018486915.1 NP_187598.1
XP_018486916.1 NP_187597.2
XP_018486918.1 NP_974463.2
XP_018486919.1 NP_001319442.1
XP_018486921.1 NP_175346.1
XP_018486922.1 NP_566723.1
XP_018486923.1 NP_174417.1
XP_018486924.1 NP_188575.1
XP_018486925.1 NP_171716.1
XP_018486927.1 NP_187713.1
XP_018486932.1 NP_566732.1
XP_018486933.1 NP_201083.1
XP_018486944.1 NP_567062.1
XP_018486946.1 NP_191203.2
XP_018486947.1 NP_188169.1
XP_018486948.1 NP_175667.1
XP_018486949.1 NP_001323055.1
XP_018486951.1 NP_186846.1
XP_018486952.1 NP_001319797.1
XP_018486955.1 NP_001320653.1
XP_018486957.1 NP_188351.2
XP_018486959.1 NP_172549.1
XP_018486961.1 NP_187737.1
XP_018486962.1 NP_566339.1
XP_018486964.1 NP_001319570.1
XP_018486965.1 NP_566476.1
XP_018486968.1 NP_001154299.1
XP_018486970.1 NP_564111.1
XP_018486975.1 NP_187742.1
XP_018486980.1 NP_001327894.1
XP_018486985.1 NP_189000.1
XP_018486986.1 NP_188264.1
XP_018486988.1 NP_175960.1
XP_018486989.1 NP_175661.1
XP_018486992.1 NP_188975.3
XP_018486997.1 NP_172126.1
XP_018487000.1 NP_001319107.1
XP_018487002.1 NP_850610.1
XP_018487003.1 NP_564614.1
XP_018487005.1 NP_201023.1
XP_018487014.1 NP_001322139.1
XP_018487015.1 NP_171696.2
XP_018487016.1 NP_180847.2
XP_018487017.1 NP_188422.1
XP_018487022.1 NP_566697.1
XP_018487023.1 NP_566623.1
XP_018487024.1 NP_178535.3
XP_018487025.1 NP_188783.2
XP_018487026.1 NP_001326186.1
XP_018487027.1 NP_567020.1
XP_018487028.1 NP_191460.1
XP_018487029.1 NP_172023.1
XP_018487030.1 NP_566653.1
XP_018487032.1 NP_566166.1
XP_018487034.1 NP_566304.1
XP_018487035.1 NP_001325663.1
XP_018487038.1 NP_187777.1
XP_018487040.1 NP_566395.1
XP_018487042.1 NP_190397.1
XP_018487044.1 NP_191376.1
XP_018487046.1 NP_001319195.1
XP_018487048.1 NP_569016.1
XP_018487049.1 NP_001031136.1
XP_018487054.1 NP_175530.2
XP_018487055.1 NP_566423.1
XP_018487056.1 NP_566313.2
XP_018487057.1 NP_564574.2
XP_018487058.1 NP_566836.1
XP_018487063.1 NP_564630.1
XP_018487065.1 NP_566447.1
XP_018487066.1 NP_564361.1
XP_018487069.1 NP_564450.1
XP_018487072.1 NP_191860.1
XP_018487073.1 NP_566251.1
XP_018487076.1 NP_564543.1
XP_018487080.1 NP_191109.1
XP_018487083.1 NP_001327348.1
XP_018487085.1 NP_001184955.1
XP_018487086.1 NP_180192.1
XP_018487094.1 NP_566639.1
XP_018487096.1 NP_001327696.1
XP_018487097.1 NP_001184911.1
XP_018487101.1 NP_172409.1
XP_018487103.1 NP_001326013.1
XP_018487104.1 NP_187994.1
XP_018487106.1 NP_188797.1
XP_018487112.1 NP_001326444.1
XP_018487113.1 NP_973782.1
XP_018487116.1 NP_172683.1
XP_018487117.1 NP_189085.1
XP_018487119.1 NP_001325981.1
XP_018487123.1 NP_001330817.1
XP_018487125.1 NP_001322461.1
XP_018487127.1 NP_191902.1
XP_018487131.1 NP_001319800.1
XP_018487134.1 NP_187817.2
XP_018487135.1 NP_186898.1
XP_018487138.1 NP_191159.2
XP_018487145.1 NP_568983.1
XP_018487146.1 NP_565315.1
XP_018487148.1 NP_001327342.1
XP_018487149.1 NP_001327341.1
XP_018487152.1 NP_187533.1
XP_018487153.1 NP_191318.4
XP_018487157.1 NP_001119474.1
XP_018487160.1 NP_201236.1
XP_018487161.1 NP_171779.1
XP_018487165.1 NP_566303.1
XP_018487166.1 NP_566330.1
XP_018487169.1 NP_191267.1
XP_018487172.1 NP_191117.1
XP_018487173.1 NP_201319.2
XP_018487174.1 NP_172464.1
XP_018487179.1 NP_188559.1
XP_018487184.1 NP_566329.1
XP_018487186.1 NP_189125.1
XP_018487187.1 NP_175692.1
XP_018487190.1 NP_188709.2
XP_018487191.1 NP_001320535.1
XP_018487193.1 NP_187624.1
XP_018487205.1 NP_569019.1
XP_018487206.1 NP_175581.1
XP_018487209.1 NP_189095.1
XP_018487210.1 NP_001117258.1
XP_018487213.1 NP_191852.1
XP_018487214.1 NP_191851.1
XP_018487217.1 NP_188274.1
XP_018487222.1 NP_175145.2
XP_018487223.1 NP_174401.1
XP_018487226.1 NP_188127.1
XP_018487233.1 NP_201563.1
XP_018487238.1 NP_189093.1
XP_018487240.1 NP_190383.1
XP_018487242.1 NP_191748.1
XP_018487244.1 NP_001031348.1
XP_018487249.1 NP_187569.1
XP_018487250.1 NP_564439.1
XP_018487253.1 NP_001189944.1
XP_018487254.1 NP_191345.1
XP_018487259.1 NP_199827.2
XP_018487263.1 NP_201079.1
XP_018487265.1 NP_563907.1
XP_018487266.1 NP_001326829.1
XP_018487267.1 NP_563760.1
XP_018487268.1 NP_849599.1
XP_018487269.1 NP_172099.1
XP_018487270.1 NP_188114.1
XP_018487274.1 NP_175356.1
XP_018487278.1 NP_001319732.1
XP_018487282.1 NP_174807.1
XP_018487284.1 NP_201161.1
XP_018487285.1 NP_001078248.1
XP_018487286.1 NP_566741.1
XP_018487288.1 NP_001318221.1
XP_018487290.1 NP_001324141.1
XP_018487292.1 NP_175736.2
XP_018487293.1 NP_566463.1
XP_018487294.1 NP_174357.1
XP_018487295.1 NP_173142.2
XP_018487296.1 NP_001319625.1
XP_018487297.1 NP_001078314.1
XP_018487299.1 NP_172466.1
XP_018487301.1 NP_195193.1
XP_018487303.1 NP_001321461.1
XP_018487306.1 NP_566209.1
XP_018487307.1 NP_187010.1
XP_018487314.1 NP_973767.1
XP_018487315.1 NP_188746.2
XP_018487316.1 NP_191102.1
XP_018487320.1 NP_196702.1
XP_018487322.1 NP_187825.1
XP_018487325.1 NP_001327039.1
XP_018487330.1 NP_187008.1
XP_018487333.1 NP_172223.1
XP_018487339.1 NP_188798.2
XP_018487340.1 NP_175576.1
XP_018487341.1 NP_001030909.1
XP_018487350.1 NP_001190150.2
XP_018487352.1 NP_188637.2
XP_018487353.1 NP_566371.1
XP_018487355.1 NP_171796.1
XP_018487356.1 NP_566205.1
XP_018487359.1 NP_188131.1
XP_018487362.1 NP_171897.2
XP_018487365.1 NP_566269.1
XP_018487371.1 NP_187298.1
XP_018487373.1 NP_179281.3
XP_018487374.1 NP_173139.1
XP_018487377.1 NP_001318926.1
XP_018487381.1 NP_974202.1
XP_018487383.1 NP_180368.1
XP_018487384.1 NP_001327421.1
XP_018487387.1 NP_186946.1
XP_018487391.1 NP_564392.1
XP_018487399.1 NP_186998.1
XP_018487402.1 NP_001326557.1
XP_018487403.1 NP_171961.1
XP_018487406.1 NP_192889.1
XP_018487418.1 NP_187196.4
XP_018487425.1 NP_683533.1
XP_018487430.1 NP_182245.1
XP_018487433.1 NP_001154623.1
XP_018487442.1 NP_001326434.1
XP_018487445.1 NP_001319496.1
XP_018487453.1 NP_001327346.1
XP_018487458.1 NP_850549.1
XP_018487462.1 NP_173860.4
XP_018487466.1 NP_174521.1
XP_018487484.1 NP_001118281.1
XP_018487488.1 NP_171758.2
XP_018487497.1 NP_179402.1
XP_018487513.1 NP_001078296.1
XP_018487514.1 NP_188501.1
XP_018487516.1 NP_187894.2
XP_018487519.1 NP_175332.1
XP_018487520.1 NP_001319544.1
XP_018487522.1 NP_188000.1
XP_018487539.1 NP_001189902.1
XP_018487540.1 NP_192596.1
XP_018487545.1 NP_001319015.1
XP_018487546.1 NP_171653.2
XP_018487559.1 NP_188372.1
XP_018487560.1 NP_175085.1
XP_018487567.1 NP_188443.2
XP_018487576.1 NP_188475.1
XP_018487577.1 NP_680341.1
XP_018487580.1 NP_188495.1
XP_018487584.1 NP_188540.1
XP_018487585.1 NP_188554.1
XP_018487589.1 NP_188705.1
XP_018487590.1 NP_001117267.1
XP_018487611.1 NP_171955.1
XP_018487617.1 NP_178628.1
XP_018487618.1 NP_564110.1
XP_018487630.1 NP_001318924.1
XP_018487645.1 NP_188890.2
XP_018487647.1 NP_001322019.1
XP_018487656.1 NP_188967.1
XP_018487659.1 NP_188978.2
XP_018487662.1 NP_188979.2
XP_018487689.1 NP_001327140.1
XP_018487698.1 NP_198230.1
XP_018487704.1 NP_001190652.1
XP_018487718.1 NP_850243.1
XP_018487724.1 NP_001077443.1
XP_018487747.1 NP_174351.1
XP_018487749.1 NP_563635.1
XP_018487758.1 NP_171683.1
XP_018487764.1 NP_001319929.1
XP_018487765.1 NP_001318853.1
XP_018487766.1 NP_171804.1
XP_018487767.1 NP_200920.3
XP_018487772.1 NP_001322064.1
XP_018487776.1 NP_001322065.1
XP_018487791.1 NP_001077621.2
XP_018487815.1 NP_175382.1
XP_018487818.1 NP_173631.2
XP_018487825.1 NP_564341.2
XP_018487844.1 NP_172021.2
XP_018487847.1 NP_001325896.1
XP_018487848.1 NP_174578.1
XP_018487852.1 NP_193692.2
XP_018487854.1 NP_001031128.1
XP_018487856.1 NP_683316.2
XP_018487858.1 NP_565516.1
XP_018487860.1 NP_174618.1
XP_018487863.1 NP_174625.3
XP_018487864.1 NP_683277.1
XP_018487873.1 NP_174775.1
XP_018487879.1 NP_001117211.1
XP_018487885.1 NP_175690.1
XP_018487915.1 NP_001318920.1
XP_018487922.1 NP_173003.1
XP_018487923.1 NP_001322235.1
XP_018487934.1 NP_172056.1
XP_018487948.1 NP_001030983.1
XP_018487953.1 NP_173764.1
XP_018487957.1 NP_172294.2
XP_018487965.1 NP_180150.1
XP_018487969.1 NP_001319736.1
XP_018487984.1 NP_190079.2
XP_018487992.1 NP_191016.2
XP_018488000.1 NP_175532.1
XP_018488007.1 NP_001118843.1
XP_018488011.1 NP_191154.1
XP_018488014.1 NP_001118848.1
XP_018488016.1 NP_680290.1
XP_018488024.1 NP_175093.2
XP_018488032.1 NP_191436.1
XP_018488035.1 NP_191466.1
XP_018488049.1 NP_191637.1
XP_018488056.1 NP_175310.1
XP_018488058.1 NP_001077929.1
XP_018488065.1 NP_001322303.1
XP_018488071.1 NP_191743.2
XP_018488077.1 NP_181393.1
XP_018488078.1 NP_191856.4
XP_018488081.1 NP_001318918.1
XP_018488084.1 NP_567146.1
XP_018488085.1 NP_001325615.1
XP_018488096.1 NP_175321.1
XP_018488101.1 NP_175354.1
XP_018488107.1 NP_175204.1
XP_018488108.1 NP_175524.1
XP_018488109.1 NP_175533.1
XP_018488115.1 NP_001319197.1
XP_018488119.1 NP_175603.2
XP_018488120.1 NP_175605.1
XP_018488132.1 NP_001031028.1
XP_018488139.1 NP_178719.2
XP_018488148.1 NP_201030.2
XP_018488149.1 NP_171937.1
XP_018488157.1 NP_001031041.1
XP_018488160.1 NP_176693.4
XP_018488166.1 NP_175341.1
XP_018488170.1 NP_001325114.1
XP_018488174.1 NP_172083.1
XP_018488179.1 NP_175718.2
XP_018488183.1 NP_568999.1
XP_018488198.1 NP_974406.1
XP_018488199.1 NP_190488.1
XP_018488202.1 NP_189142.1
XP_018488221.1 NP_566684.1
XP_018488230.1 NP_849679.1
XP_018488239.1 NP_188595.2
XP_018488240.1 NP_001319592.1
XP_018488246.1 NP_850103.2
XP_018488251.1 NP_188383.1
XP_018488253.1 NP_188384.1
XP_018488260.1 NP_188324.1
XP_018488261.1 NP_565385.1
XP_018488272.1 NP_188049.1
XP_018488278.1 NP_187244.1
XP_018488284.1 NP_683431.1
XP_018488290.1 NP_001319532.1
XP_018488292.1 NP_187717.1
XP_018488298.1 NP_187700.1
XP_018488304.1 NP_187545.2
XP_018488305.1 NP_001322129.1
XP_018488306.1 NP_683421.1
XP_018488307.1 NP_187570.1
XP_018488310.1 NP_001322128.1
XP_018488312.1 NP_187353.2
XP_018488313.1 NP_187320.1
XP_018488323.1 NP_187182.1
XP_018488327.1 NP_192331.2
XP_018488328.1 NP_001119368.1
XP_018488329.1 NP_186947.1
XP_018488337.1 NP_186752.3
XP_018488346.1 NP_001030630.1
XP_018488350.1 NP_001118850.1
XP_018488352.1 NP_174196.2
XP_018488354.1 NP_191279.3
XP_018488358.1 NP_187268.2
XP_018488360.1 NP_001319130.1
XP_018488361.1 NP_191228.1
XP_018488365.1 NP_001190109.1
XP_018488370.1 NP_001190107.1
XP_018488374.1 NP_191234.1
XP_018488376.1 NP_001190106.1
XP_018488377.1 NP_191231.2
XP_018488379.1 NP_191240.1
XP_018488381.1 NP_191233.1
XP_018488383.1 NP_191244.1
XP_018488385.1 NP_567041.1
XP_018488391.1 NP_001325423.1
XP_018488397.1 NP_188331.1
XP_018488398.1 NP_001078163.1
XP_018488404.1 NP_187064.1
XP_018488407.1 NP_849612.1
XP_018488410.1 NP_001320916.1
XP_018488411.1 NP_001327522.1
XP_018488412.1 NP_001327521.1
XP_018488414.1 NP_001189821.1
XP_018488415.1 NP_187260.1
XP_018488421.1 NP_187002.1
XP_018488423.1 NP_187498.1
XP_018488428.1 NP_190948.1
XP_018488436.1 NP_187938.2
XP_018488437.1 NP_564288.1
XP_018488441.1 NP_566454.1
XP_018488444.1 NP_172701.2
