XM_009121514.3	gene-LOC103844700
XM_018655016.2	gene-LOC103841719
XM_033280157.1	gene-LOC103841722
XM_033280158.1	gene-LOC103841722
XM_009118273.3	gene-LOC103841722
XM_009118275.3	gene-LOC103841722
XM_033280109.1	gene-LOC103841723
XM_009118277.3	gene-LOC103841723
XM_009118278.3	gene-LOC103841724
XM_009118279.2	gene-LOC103841725
XM_033278521.1	gene-LOC103841726
XM_009118281.2	gene-LOC103841728
XM_009118282.3	gene-LOC103841729
XM_009118283.3	gene-LOC103841730
XM_009118285.3	gene-LOC103841731
XM_009118287.3	gene-LOC103841732
XM_009118286.3	gene-LOC103841732
XM_009118288.3	gene-LOC103841733
XM_009118289.3	gene-LOC103841734
XM_009118290.3	gene-LOC103841735
XM_009118291.3	gene-LOC103841736
XM_033280166.1	gene-LOC117128214
XM_009118292.3	gene-LOC103841738
XM_009118294.3	gene-LOC103841739
XM_009118293.3	gene-LOC103841739
XM_033280080.1	gene-LOC103841739
XM_009118295.3	gene-LOC103841740
XM_009118298.2	gene-LOC103841741
XM_009118299.2	gene-LOC103841741
XM_009118300.2	gene-LOC103841742
XM_009118301.3	gene-LOC103841743
XM_033280159.1	gene-LOC103841744
XM_009118303.3	gene-LOC103841745
XM_009118304.3	gene-LOC103841745
XM_009118305.3	gene-LOC103841747
XM_009118306.3	gene-LOC103841747
XM_033280129.1	gene-LOC103841747
XM_033280128.1	gene-LOC103841747
XM_009118308.3	gene-LOC103841748
XM_009118310.3	gene-LOC103841749
XM_009118311.1	gene-LOC103841750
XM_018655152.2	gene-LOC103841751
XM_009118313.3	gene-LOC103841752
XM_009118314.3	gene-LOC103841753
XM_009118315.3	gene-LOC103841754
XM_009118316.3	gene-LOC103841755
XM_033280167.1	gene-LOC103841757
XM_009118319.3	gene-LOC103841759
XM_009118320.3	gene-LOC103841759
XM_009118318.2	gene-LOC103841758
XM_009118321.3	gene-LOC103841760
XM_018654433.2	gene-LOC108869692
XM_009118322.3	gene-LOC103841761
XM_033280091.1	gene-LOC103841762
XM_009118327.3	gene-LOC103841765
XM_033280096.1	gene-LOC103841766
XM_033280105.1	gene-LOC103841768
XM_009118332.3	gene-LOC103841770
XM_033280090.1	gene-LOC103841772
XM_009118336.3	gene-LOC103841772
XM_009118334.3	gene-LOC103841771
XM_033280133.1	gene-LOC103841773
XM_033278523.1	gene-LOC117125732
XM_009118338.3	gene-LOC103841774
XM_033278524.1	gene-LOC103842335
XM_009118339.3	gene-LOC103841775
XM_009118340.3	gene-LOC103841776
XM_009118341.3	gene-LOC103841777
XM_033278525.1	gene-LOC117127833
XM_009118948.3	gene-LOC103842336
XM_009118342.3	gene-LOC103841778
XM_009118343.3	gene-LOC103841780
XM_009118344.3	gene-LOC103841781
XM_009118349.3	gene-LOC103841782
XM_033280111.1	gene-LOC103841782
XM_009118347.3	gene-LOC103841782
XM_009118345.3	gene-LOC103841782
XM_009118348.2	gene-LOC103841782
XM_009118350.3	gene-LOC103841783
XM_009118351.3	gene-LOC103841784
XM_009118352.3	gene-LOC103841785
XM_018654536.2	gene-LOC103841786
XM_009118356.3	gene-LOC103841787
XM_033280110.1	gene-LOC103841787
XM_009118355.3	gene-LOC103841787
XM_009118357.3	gene-LOC103841789
XM_009118359.3	gene-LOC103841790
XM_033280143.1	gene-LOC103841790
XM_009118360.3	gene-LOC103841790
XM_009118364.3	gene-LOC103841792
XM_033280075.1	gene-LOC103841791
XM_033280132.1	gene-LOC103841793
XM_009118365.3	gene-LOC103841793
XM_018654544.2	gene-LOC103841794
XM_009118368.3	gene-LOC103841796
XM_009118372.3	gene-LOC103841800
XM_009118371.3	gene-LOC103841798
XM_033280079.1	gene-LOC103841798
XM_009118369.3	gene-LOC103841797
XM_009118375.3	gene-LOC103841802
XM_033280085.1	gene-LOC103841803
XM_009118377.2	gene-LOC103841804
XM_009118378.2	gene-LOC103841804
XM_033280164.1	gene-LOC103841806
XM_009118380.3	gene-LOC103841806
XM_009118382.3	gene-LOC103841808
XM_009118383.3	gene-LOC103841809
XM_009118384.3	gene-LOC103841810
XM_009118386.3	gene-LOC103841814
XM_009118387.3	gene-LOC103841816
XM_009118388.3	gene-LOC103841817
XM_009118389.3	gene-LOC103841819
XM_033280170.1	gene-LOC103841820
XM_009118391.2	gene-LOC103841821
XM_009118392.3	gene-LOC103841821
XM_009118395.3	gene-LOC103841823
XM_033280113.1	gene-LOC103841823
XM_009118393.3	gene-LOC103841823
XM_033280112.1	gene-LOC103841825
XM_009118397.3	gene-LOC103841825
XM_009118398.3	gene-LOC103841826
XM_009118399.3	gene-LOC103841827
XM_033280169.1	gene-LOC103841827
XM_018654547.2	gene-LOC103841827
XM_009118401.3	gene-LOC103841828
XM_009118402.3	gene-LOC103841828
XM_033280083.1	gene-LOC103841828
XM_033280084.1	gene-LOC103841828
XM_009118403.3	gene-LOC103841829
XM_009118404.3	gene-LOC103841829
XM_009118406.3	gene-LOC103841830
XM_033280118.1	gene-LOC103841830
XM_009118407.3	gene-LOC103841831
XM_009118408.3	gene-LOC103841832
XM_033280076.1	gene-LOC103841834
XM_033280077.1	gene-LOC103841834
XM_009118411.3	gene-LOC103841836
XM_033280088.1	gene-LOC103855111
XM_033280089.1	gene-LOC103855111
XM_033278526.1	gene-LOC117127834
XM_018654546.2	gene-LOC103842341
XM_033280122.1	gene-LOC103842342
XM_009118415.3	gene-LOC103841842
XM_033280168.1	gene-LOC103841844
XM_009118418.3	gene-LOC103841845
XM_009118420.3	gene-LOC103841846
XM_009118425.3	gene-LOC103841849
XM_033280099.1	gene-LOC103841848
XM_009118423.3	gene-LOC103841848
XM_018654720.2	gene-LOC103841848
XM_009118424.2	gene-LOC103841848
XM_033280098.1	gene-LOC103841848
XM_033280100.1	gene-LOC103841848
XM_033280097.1	gene-LOC103841848
XM_033280101.1	gene-LOC103841848
XM_018654718.2	gene-LOC103841848
XM_033280115.1	gene-LOC103841847
XM_033280114.1	gene-LOC103841847
XM_033280116.1	gene-LOC103841847
XM_009118426.3	gene-LOC103841851
XM_009118428.3	gene-LOC103841853
XM_009118427.3	gene-LOC103841852
XM_009118430.2	gene-LOC103841854
XM_009118431.3	gene-LOC103841855
XM_033280161.1	gene-LOC103841857
XM_033280156.1	gene-LOC103841856
XM_009118434.3	gene-LOC103841858
XM_033280103.1	gene-LOC103842344
XM_009118435.3	gene-LOC103841859
XM_033280163.1	gene-LOC103841860
XM_009118438.2	gene-LOC103841862
XM_009118439.1	gene-LOC103841863
XM_009118441.3	gene-LOC103841864
XM_009118442.1	gene-LOC103841864
XM_009118443.2	gene-LOC103841865
XM_009118444.2	gene-LOC103841865
XM_033280433.1	gene-LOC103841866
XM_033280432.1	gene-LOC103841866
XM_009118445.2	gene-LOC103841866
XM_033280434.1	gene-LOC103841867
XM_009118447.3	gene-LOC103841868
XM_009118448.3	gene-LOC103841869
XM_009118449.3	gene-LOC103841871
XM_033279596.1	gene-LOC103841872
XM_009118451.3	gene-LOC103841873
XM_009118452.3	gene-LOC103841874
XM_033278223.1	gene-LOC103841875
XM_009118455.3	gene-LOC103841875
XM_033278222.1	gene-LOC103841875
XM_033278219.1	gene-LOC103841875
XM_009118457.3	gene-LOC103841875
XM_009118453.3	gene-LOC103841875
XM_033278224.1	gene-LOC103841875
XM_009118456.3	gene-LOC103841875
XM_009118458.3	gene-LOC103841875
XM_009118454.3	gene-LOC103841875
XM_033278220.1	gene-LOC103841875
XM_033278218.1	gene-LOC103841875
XM_009118459.3	gene-LOC103841877
XM_009118461.2	gene-LOC103841878
XM_009118463.3	gene-LOC103841879
XM_018655079.2	gene-LOC103841879
XM_033278225.1	gene-LOC103841879
XM_009118462.3	gene-LOC103841879
XM_009118464.3	gene-LOC103841880
XM_009118465.3	gene-LOC103841881
XM_033278216.1	gene-LOC103841882
XM_033278217.1	gene-LOC103841882
XM_009118467.2	gene-LOC103841883
XM_009118469.3	gene-LOC103841884
XM_009118470.3	gene-LOC103841886
XM_009118471.2	gene-LOC103841887
XM_018654212.2	gene-LOC103841888
XM_009118472.2	gene-LOC103841888
XM_009118473.3	gene-LOC103841889
XM_033278527.1	gene-LOC103849102
XM_033278528.1	gene-LOC117127835
XM_009118477.3	gene-LOC103841894
XM_033278997.1	gene-LOC103841891
XM_033278996.1	gene-LOC103841891
XM_033278999.1	gene-LOC103841895
XM_009118478.3	gene-LOC103841895
XM_009118480.3	gene-LOC103841896
XM_033278529.1	gene-LOC103842345
XM_009118481.3	gene-LOC103841897
XM_033279000.1	gene-LOC103841898
XM_009118483.3	gene-LOC103841899
XM_018654075.2	gene-LOC103841899
XM_009118484.3	gene-LOC103841900
XM_009118485.3	gene-LOC103841901
XM_033280066.1	gene-LOC103841902
XM_009118487.3	gene-LOC103841902
XM_009118488.3	gene-LOC103841905
XM_033278817.1	gene-LOC103841906
XM_009118491.3	gene-LOC103841906
XM_009118489.2	gene-LOC103841906
XM_009118492.3	gene-LOC103841906
XM_009118490.3	gene-LOC103841906
XM_009118493.2	gene-LOC103841907
XM_009118495.3	gene-LOC103841907
XM_009118496.3	gene-LOC103841908
XM_009118497.3	gene-LOC103841909
XM_009118498.3	gene-LOC103841910
XM_018654649.2	gene-LOC103841911
XM_009118499.3	gene-LOC103841911
XM_009118501.3	gene-LOC103841912
XM_009118502.3	gene-LOC103841914
XM_018654714.2	gene-LOC103841915
XM_009118503.3	gene-LOC103841915
XM_009118504.3	gene-LOC103841916
XM_033279835.1	gene-LOC103841917
XM_009118506.2	gene-LOC103841917
XM_009118507.3	gene-LOC103841918
XM_033279841.1	gene-LOC103841920
XM_009118509.3	gene-LOC103841920
XM_009118508.3	gene-LOC103841919
XM_033279837.1	gene-LOC103842347
XM_018654435.1	gene-LOC108869693
XM_033279842.1	gene-LOC103842348
XM_033279836.1	gene-LOC103841921
XM_009118510.3	gene-LOC103841921
XM_009118511.3	gene-LOC103841922
XM_009118512.3	gene-LOC103841922
XM_033279838.1	gene-LOC103841922
XM_033279839.1	gene-LOC103841922
XM_033279840.1	gene-LOC103841922
XM_009118514.3	gene-LOC103841924
XM_009118516.2	gene-LOC103841926
XM_009118515.2	gene-LOC103841925
XM_009118518.3	gene-LOC103841928
XM_009118519.3	gene-LOC103841930
XM_009118520.3	gene-LOC103841931
XM_033279834.1	gene-LOC103841931
XM_009118521.3	gene-LOC103841932
XM_009118522.3	gene-LOC103841933
XM_009118523.2	gene-LOC103841935
XM_033279844.1	gene-LOC103841936
XM_033279845.1	gene-LOC103841936
XM_033279843.1	gene-LOC103841936
XM_009118527.3	gene-LOC103841937
XM_009118528.3	gene-LOC103841938
XM_009118531.3	gene-LOC103841940
XM_009118529.3	gene-LOC103841939
XM_018654652.2	gene-LOC103841942
XM_009118532.3	gene-LOC103841943
XM_033278699.1	gene-LOC103841945
XM_033278696.1	gene-LOC103841946
XM_033278697.1	gene-LOC103841946
XM_009118536.3	gene-LOC103841948
XM_018654942.2	gene-LOC103841947
XM_009118535.3	gene-LOC103841947
XM_033278698.1	gene-LOC103841947
XM_033278693.1	gene-LOC103841951
XM_009118538.3	gene-LOC103841950
XM_033278695.1	gene-LOC103841950
XM_009118537.2	gene-LOC103841949
XM_033278700.1	gene-LOC103841949
XM_009118542.3	gene-LOC103841952
XM_009118543.3	gene-LOC103841952
XM_033278694.1	gene-LOC103841953
XM_009118545.3	gene-LOC103841954
XM_009118546.2	gene-LOC103841955
XM_009118548.3	gene-LOC103841957
XM_009118547.3	gene-LOC103841956
XM_009118550.3	gene-LOC103841959
XM_009118549.3	gene-LOC103841958
XM_009118551.3	gene-LOC103841960
XM_009118553.3	gene-LOC103841961
XM_033279118.1	gene-LOC103841962
XM_009118554.2	gene-LOC103841962
XM_009118557.3	gene-LOC103841964
XM_018654946.2	gene-LOC103841964
XM_009118555.3	gene-LOC103841963
XM_009118556.3	gene-LOC103841963
XM_009118558.3	gene-LOC103841965
XM_009118560.3	gene-LOC103841966
XM_009118561.3	gene-LOC103841967
XM_009118562.3	gene-LOC103841968
XM_009118563.3	gene-LOC103841969
XM_009118564.3	gene-LOC103841970
XM_009118565.3	gene-LOC103841970
XM_009118566.3	gene-LOC103841972
XM_009118962.2	gene-LOC103842350
XM_009118963.1	gene-LOC103842351
XM_009118567.2	gene-LOC103841973
XM_009118569.2	gene-LOC103841975
XM_009118570.2	gene-LOC103841976
XM_009118571.3	gene-LOC103841976
XM_033279966.1	gene-LOC103841977
XM_009118573.3	gene-LOC103841979
XM_009118574.3	gene-LOC103841980
XM_009118575.3	gene-LOC103841982
XM_009118576.3	gene-LOC103841982
XM_009118577.3	gene-LOC103841983
XM_009118579.3	gene-LOC103841984
XM_033280477.1	gene-LOC103841984
XM_009118580.3	gene-LOC103841985
XM_009118581.3	gene-LOC103841986
XM_009118582.3	gene-LOC103841987
XM_009118584.3	gene-LOC103841988
XM_009118585.3	gene-LOC103841989
XM_033280483.1	gene-LOC103841990
XM_033280475.1	gene-LOC103841992
XM_033280476.1	gene-LOC103841992
XM_033280474.1	gene-LOC103841993
XM_009118589.3	gene-LOC103841993
XM_033280480.1	gene-LOC103841994
XM_033280481.1	gene-LOC103841994
XM_018654840.2	gene-LOC103841994
XM_018654837.2	gene-LOC103841994
XM_018654839.2	gene-LOC103841994
XM_018654838.2	gene-LOC103841994
XM_033280482.1	gene-LOC103841994
XM_009118590.3	gene-LOC103841994
XM_009118591.3	gene-LOC103841994
XM_033278530.1	gene-LOC117127836
XM_009118965.2	gene-LOC103842352
XM_033280479.1	gene-LOC103841997
XM_033280484.1	gene-LOC103841996
XM_009118595.3	gene-LOC103841998
XM_033280478.1	gene-LOC103841998
XM_009118596.3	gene-LOC103841999
XM_018654437.2	gene-LOC108869695
XM_009118597.3	gene-ARF18-1
XM_009118598.3	gene-LOC103842003
XM_009118600.3	gene-LOC103842004
XM_009118603.2	gene-LOC103842004
XM_009118601.2	gene-LOC103842004
XM_009118602.3	gene-LOC103842004
XM_033281415.1	gene-LOC103842005
XM_009118606.3	gene-LOC103842006
XM_033281414.1	gene-LOC103842007
XM_009118608.2	gene-LOC103842009
XM_009118966.1	gene-LOC103842353
XM_009118609.3	gene-LOC103842010
XM_033278849.1	gene-LOC103842013
XM_033278853.1	gene-LOC103842013
XM_033278852.1	gene-LOC103842013
XM_033278843.1	gene-LOC103842013
XM_033278845.1	gene-LOC103842013
XM_033278847.1	gene-LOC103842013
XM_033278846.1	gene-LOC103842013
XM_033278848.1	gene-LOC103842013
XM_033278844.1	gene-LOC103842013
XM_033278851.1	gene-LOC103842013
XM_033278850.1	gene-LOC103842013
XM_033278854.1	gene-LOC103842013
XM_009118612.2	gene-LOC103842015
XM_009118613.3	gene-LOC103842016
XM_033278855.1	gene-LOC103842017
XM_009118615.2	gene-LOC103842018
XM_009118616.3	gene-LOC103842020
XM_033278842.1	gene-LOC103842021
XM_033278840.1	gene-LOC103842021
XM_033278841.1	gene-LOC103842021
XM_009118618.3	gene-LOC103842021
XM_009118617.3	gene-LOC103842021
XM_009118620.3	gene-LOC103842022
XM_009118621.3	gene-LOC103842023
XM_033278857.1	gene-LOC103842025
XM_009118623.3	gene-LOC103842025
XM_009118625.3	gene-LOC103842027
XM_009118624.2	gene-LOC103842026
XM_009118626.3	gene-LOC103842028
XM_009118627.3	gene-LOC103842030
XM_009118630.3	gene-LOC103842032
XM_009118629.3	gene-LOC103842031
XM_009118632.3	gene-LOC103842033
XM_009118633.3	gene-LOC103842034
XM_009118639.3	gene-LOC103842036
XM_009118637.3	gene-LOC103842036
XM_009118635.3	gene-LOC103842035
XM_033279146.1	gene-LOC103842035
XM_033279145.1	gene-LOC103842035
XM_009118640.3	gene-LOC103842038
XM_009118643.3	gene-LOC103842039
XM_009118642.3	gene-LOC103842039
XM_018654045.2	gene-LOC103842039
XM_009118645.3	gene-LOC103842040
XM_009118646.3	gene-LOC103842041
XM_009118647.3	gene-LOC103842042
XM_009118648.3	gene-LOC103842043
XM_009118649.3	gene-LOC103842044
XM_033280195.1	gene-LOC103842045
XM_009118650.3	gene-LOC103842045
XM_009118651.3	gene-LOC103842046
XM_009118653.3	gene-LOC103842048
XM_009118652.3	gene-LOC103842048
XM_009118656.3	gene-LOC103842051
XM_009118654.3	gene-LOC103842049
XM_009118657.3	gene-LOC103842052
XM_009118658.3	gene-LOC103842053
XM_009118967.3	gene-LOC103842354
XM_009118659.3	gene-LOC103842054
XM_009118660.3	gene-LOC103842055
XM_033280200.1	gene-LOC103842056
NM_001311180.1	gene-LOC103842058
XM_009118662.3	gene-LOC103842057
XM_033280196.1	gene-LOC103842059
XM_033280198.1	gene-LOC103842059
XM_033280197.1	gene-LOC103842059
XM_033280199.1	gene-LOC103842059
XM_009118665.3	gene-LOC103842059
XM_009118666.3	gene-LOC103842060
XM_009118667.3	gene-LOC103842061
XM_009118668.3	gene-LOC103842062
XM_009118670.3	gene-LOC103842063
XM_009118672.2	gene-LOC103842066
XM_009118671.3	gene-LOC103842065
XM_009118673.3	gene-LOC103842067
XM_009118675.3	gene-LOC103842068
XM_009118676.3	gene-LOC103842068
XM_009118677.3	gene-LOC103842068
XM_018654213.2	gene-LOC103842068
XM_009118678.3	gene-LOC103842069
XM_009118679.3	gene-LOC103842070
XM_033279156.1	gene-LOC103842072
XM_033279157.1	gene-LOC103842072
XM_009117622.3	gene-LOC103841111
XM_009117623.3	gene-LOC103841112
XM_033279155.1	gene-LOC103841112
XM_033278627.1	gene-LOC103842073
XM_009118682.3	gene-LOC103842075
XM_009118683.3	gene-LOC103842076
XM_009118684.3	gene-LOC103842077
XM_009118686.3	gene-LOC103842078
XM_009118687.3	gene-LOC103842078
XM_009118689.3	gene-LOC103842079
XM_009118690.3	gene-LOC103842080
XM_009118691.2	gene-LOC103842081
XM_009118692.2	gene-LOC103842082
XM_009118695.3	gene-LOC103842083
XM_009118696.3	gene-LOC103842084
XM_018654969.2	gene-LOC103842085
XM_033279631.1	gene-LOC103842086
XM_009118698.3	gene-LOC103842086
XM_033279632.1	gene-LOC103842086
XM_009118697.3	gene-LOC103842086
XM_009118701.3	gene-LOC103842088
XM_033279628.1	gene-LOC103842088
XM_033279629.1	gene-LOC103842092
XM_009118704.3	gene-LOC103842092
XM_009118703.3	gene-LOC103842091
XM_033279630.1	gene-LOC103842091
XM_033279627.1	gene-LOC103842090
XM_033279626.1	gene-LOC103842090
XM_018654904.2	gene-LOC103842093
XM_018654902.2	gene-LOC103842093
XM_018654903.2	gene-LOC103842093
XM_018654905.2	gene-LOC103842093
XM_009118709.3	gene-LOC103842095
XM_009118710.3	gene-LOC103842096
XM_009118713.3	gene-LOC103842098
XM_009118711.3	gene-LOC103842097
XM_033279635.1	gene-LOC103842099
XM_033279639.1	gene-LOC103842099
XM_033279636.1	gene-LOC103842099
XM_033279637.1	gene-LOC103842099
XM_033279638.1	gene-LOC103842099
XM_033279643.1	gene-LOC103842099
XM_033279641.1	gene-LOC103842099
XM_033279634.1	gene-LOC103842099
XM_033279640.1	gene-LOC103842099
XM_033279642.1	gene-LOC103842099
XM_033279633.1	gene-LOC103842099
XM_033279644.1	gene-LOC103842100
XM_033279646.1	gene-LOC103842100
XM_033279649.1	gene-LOC103842101
XM_033279650.1	gene-LOC103842102
XM_009118717.3	gene-LOC103249165
XM_033279648.1	gene-LOC103249165
XM_009118719.3	gene-LOC103842104
XM_033279647.1	gene-LOC117128085
XM_033280441.1	gene-LOC103842357
XM_033280439.1	gene-LOC103842105
XM_033280438.1	gene-LOC103842105
XM_009118720.3	gene-LOC103842106
XM_009118722.3	gene-LOC103842107
XM_009118971.3	gene-LOC103842358
XM_009118723.3	gene-LOC103842108
XM_009118726.3	gene-LOC103842109
XM_009118725.3	gene-LOC103842109
XM_009118724.3	gene-LOC103842109
XM_033280446.1	gene-LOC108869922
XM_009118728.3	gene-LOC103842112
XM_009118727.3	gene-LOC103842111
XM_009118729.3	gene-LOC103842115
XM_009118730.3	gene-LOC103842116
XM_033280445.1	gene-LOC103842116
XM_009118732.3	gene-LOC103842117
XM_009118733.3	gene-LOC103842118
XM_009118737.3	gene-LOC103842120
XM_009118736.3	gene-LOC103842119
XM_033280444.1	gene-LOC103842119
XM_033280443.1	gene-LOC103842119
XM_033280442.1	gene-LOC103842119
XM_009118734.3	gene-LOC103842119
XM_009118738.3	gene-LOC103842122
XM_033280437.1	gene-LOC117128309
XM_009118739.3	gene-LOC103842124
XM_033280440.1	gene-LOC103842125
XM_009118741.3	gene-LOC103842125
XM_009118742.3	gene-LOC103842126
XM_009118744.3	gene-LOC103842127
XM_009118745.3	gene-LOC103842128
XM_018654884.2	gene-LOC103842128
XM_033278974.1	gene-LOC103842128
XM_009118747.3	gene-LOC103842130
XM_033278972.1	gene-LOC103842129
XM_033278973.1	gene-LOC103842129
XM_009118749.3	gene-LOC103842132
XM_009118751.3	gene-LOC103842136
XM_009118750.3	gene-LOC103842135
XM_009118754.3	gene-LOC103842138
XM_009118755.3	gene-LOC103842139
XM_033278982.1	gene-LOC103842140
XM_009118756.3	gene-LOC103842140
XM_033278981.1	gene-LOC103842140
XM_009118757.3	gene-LOC103842141
XM_009118760.3	gene-LOC103842145
XM_009118758.3	gene-LOC103842142
XM_009118761.3	gene-LOC103842147
XM_009118763.2	gene-LOC103842149
XM_009118764.3	gene-LOC103842150
XM_033278976.1	gene-LOC103842150
XM_033278977.1	gene-LOC103842152
XM_009118765.3	gene-LOC103842151
XM_009118768.3	gene-LOC103842153
XM_009118769.2	gene-LOC103842154
XM_033278980.1	gene-LOC117127940
XM_033278200.1	gene-LOC103842156
XM_033278199.1	gene-LOC103842156
XM_033278203.1	gene-LOC103842156
XM_033278197.1	gene-LOC103842156
XM_033278198.1	gene-LOC103842156
XM_033278202.1	gene-LOC103842156
XM_033278201.1	gene-LOC103842156
XM_033278205.1	gene-LOC103842156
NM_001319318.1	gene-LOC103842156
XM_033278975.1	gene-LOC103842158
XM_009118778.3	gene-LOC103842158
XM_009118776.3	gene-LOC103842158
XM_009118775.3	gene-LOC103842157
XM_009118781.3	gene-LOC103842161
XM_009118779.3	gene-LOC103842159
XM_009118780.3	gene-LOC103842160
XM_009118782.3	gene-LOC103842162
XM_033278979.1	gene-LOC103842162
XM_009118783.3	gene-LOC103842163
XM_009118784.3	gene-LOC103842164
XM_033278533.1	gene-LOC103842165
XM_018654040.2	gene-LOC103249168
XM_018654041.2	gene-LOC103249168
NM_001301899.1	gene-LOC103249168
XM_009118787.3	gene-LOC103842166
XM_009118789.3	gene-LOC103842167
XM_009118790.3	gene-LOC103842168
XM_009118791.3	gene-LOC103842169
XM_033280777.1	gene-LOC103842169
XM_033280776.1	gene-LOC103842169
XM_009118792.3	gene-LOC103842170
XM_033280782.1	gene-LOC103842170
XM_033280783.1	gene-LOC103842170
XM_033280781.1	gene-LOC103842170
XM_033280816.1	gene-LOC103842172
XM_018654207.2	gene-LOC103842172
XM_009118793.1	gene-LOC103842172
XM_009118794.3	gene-LOC103842173
XM_009118795.3	gene-LOC103842174
XM_018654439.2	gene-LOC103842360
XM_009118797.3	gene-LOC103842175
XM_009118798.3	gene-LOC103842175
XM_009118974.3	gene-LOC103842361
XM_009118799.3	gene-LOC103842176
XM_009118800.3	gene-LOC103842177
XM_009118802.3	gene-LOC103842178
XM_009118975.1	gene-LOC103842362
XM_009118803.3	gene-LOC103842179
XM_018654474.2	gene-LOC103842182
XM_009118804.3	gene-LOC103842180
XM_009118806.3	gene-LOC103842183
XM_009118807.3	gene-LOC103842184
XM_009118809.3	gene-LOC103842185
XM_009118810.3	gene-LOC103842186
XM_033280771.1	gene-LOC103842187
XM_009118811.3	gene-LOC103842187
XM_009118977.3	gene-LOC103842363
XM_009118812.3	gene-LOC103842189
XM_033280826.1	gene-LOC103842190
XM_033280825.1	gene-LOC103842190
XM_009118813.3	gene-LOC103842190
XM_009118814.3	gene-LOC103842192
XM_009118815.3	gene-LOC103842192
XM_009149709.3	gene-LOC103871459
XM_009118818.3	gene-LOC103842195
XM_009118819.3	gene-LOC103842196
XM_009118821.3	gene-LOC103842198
XM_009118820.3	gene-LOC103842197
XM_009118822.3	gene-LOC103842199
XM_033278534.1	gene-LOC103842200
XM_033280827.1	gene-LOC108869710
XM_033280796.1	gene-LOC103842201
XM_009118827.3	gene-LOC103842202
XM_033280800.1	gene-LOC103842203
XM_009118829.2	gene-LOC103842204
XM_033280824.1	gene-LOC117128435
XM_009118830.3	gene-LOC103842205
XM_009118831.3	gene-LOC103842207
XM_009118832.3	gene-LOC103842208
XM_009118834.3	gene-LOC103842209
XM_009118833.3	gene-LOC103842209
XM_009118836.3	gene-LOC103842211
XM_009118837.3	gene-LOC103842214
XM_009118838.3	gene-LOC103842215
XM_009118839.3	gene-LOC103842216
XM_009118840.3	gene-LOC103842217
XM_009118841.3	gene-LOC103842219
XM_009118842.3	gene-LOC103842220
XM_009118843.3	gene-LOC103842221
XM_009118845.3	gene-LOC103842223
XM_009118847.3	gene-LOC103842224
XM_009118846.3	gene-LOC103842224
XM_009118849.3	gene-LOC103842226
XM_009118850.3	gene-LOC103842227
XM_009118851.3	gene-LOC103842228
XM_009118852.3	gene-LOC103842229
XM_009118853.3	gene-LOC103842230
XM_033280784.1	gene-LOC103842233
XM_009118854.3	gene-LOC103842233
XM_009118979.2	gene-LOC103842366
XM_033280793.1	gene-LOC103842235
XM_009118857.3	gene-LOC103842236
XM_033280792.1	gene-LOC103842237
XM_009118859.3	gene-LOC103842238
XM_009118862.3	gene-LOC103842239
XM_009118861.3	gene-LOC103842239
XM_033280772.1	gene-LOC103842239
XM_009118863.3	gene-LOC103842240
XM_018654480.2	gene-LOC103842242
XM_009118867.3	gene-LOC103842242
XM_009118870.3	gene-LOC103842245
XM_009118871.3	gene-LOC103842246
XM_033280802.1	gene-LOC103842246
XM_009118872.3	gene-LOC103842247
XM_009118873.3	gene-LOC103842248
XM_009118874.3	gene-LOC103842249
XM_009118875.2	gene-LOC103842250
XM_009118876.3	gene-LOC103842252
XM_009118980.1	gene-LOC103842367
XM_033280817.1	gene-LOC103842253
XM_009118878.3	gene-LOC103842254
XM_033280797.1	gene-LOC103855371
XM_009118882.3	gene-LOC103855371
XM_033280806.1	gene-LOC103842258
XM_009118884.2	gene-LOC103842259
XM_018654475.2	gene-LOC103842260
XM_009118885.3	gene-LOC103842260
XM_009118886.3	gene-LOC103842262
XM_009118887.3	gene-LOC103842263
XM_033280791.1	gene-LOC103842264
XM_009118890.3	gene-LOC103842265
XM_009118891.3	gene-LOC103842266
XM_009118892.3	gene-LOC103842267
XM_033280803.1	gene-LOC103842268
XM_009118985.3	gene-LOC103842370
XM_033280819.1	gene-LOC103842371
XM_009118987.3	gene-LOC103842372
XM_009118989.3	gene-LOC103842372
XM_009118990.3	gene-LOC103842372
XM_033278535.1	gene-LOC103842433
XM_018654476.2	gene-LOC103842373
XM_009118991.3	gene-LOC103842373
XM_009118992.3	gene-LOC103842375
XM_009118993.3	gene-LOC103842377
XM_009118995.3	gene-LOC103842378
XM_009118996.3	gene-LOC103842379
XM_009118997.2	gene-LOC103842380
XM_009118998.3	gene-LOC103842381
XM_009118999.3	gene-LOC103842382
XM_009119000.3	gene-LOC103842382
XM_033280789.1	gene-LOC103842383
XM_009119003.3	gene-LOC103842385
XM_033280780.1	gene-LOC103842386
XM_033280778.1	gene-LOC103842386
XM_033280779.1	gene-LOC103842386
XM_009119056.1	gene-LOC103842435
XM_009119009.2	gene-LOC103842388
XM_018654477.2	gene-LOC103842390
XM_009119011.3	gene-LOC103842390
XM_009119012.3	gene-LOC103842391
XM_033280768.1	gene-LOC103842393
XM_009119013.2	gene-LOC103842392
XM_009119015.2	gene-LOC103842394
XM_009119016.3	gene-LOC103842395
XM_009119017.3	gene-LOC103842397
XM_009119018.3	gene-LOC103842398
