XM_018625787.1	gene-LOC108852278
XM_018604236.1	gene-LOC108830641
Parent=gene-LOC108830639	gene-LOC108830639
XR_001946206.1	gene-LOC108830643
XM_018604237.1	gene-LOC108830643
XM_018604243.1	gene-LOC108830649
XM_018604239.1	gene-LOC108830645
XM_018604240.1	gene-LOC108830646
Parent=gene-LOC108830644	gene-LOC108830644
XM_018604241.1	gene-LOC108830647
XM_018604242.1	gene-LOC108830648
XM_018604245.1	gene-LOC108830652
XM_018604246.1	gene-LOC108830653
XM_018604244.1	gene-LOC108830650
XM_018604248.1	gene-LOC108830654
XM_018604249.1	gene-LOC108830655
XM_018604250.1	gene-LOC108830656
XR_001946207.1	gene-LOC108830657
XM_018604251.1	gene-LOC108830658
XR_001946209.1	gene-LOC108830662
XM_018604252.1	gene-LOC108830659
XM_018604253.1	gene-LOC108830660
XR_001946208.1	gene-LOC108830661
XM_018604255.1	gene-LOC108830663
XM_018604254.1	gene-LOC108830663
XM_018604256.1	gene-LOC108830663
XM_018604274.1	gene-LOC108830680
XM_018604264.1	gene-LOC108830669
XM_018604262.1	gene-LOC108830668
XM_018604263.1	gene-LOC108830668
XM_018604284.1	gene-LOC108830688
XM_018604286.1	gene-LOC108830688
XM_018604285.1	gene-LOC108830688
XM_018604288.1	gene-LOC108830691
XM_018604287.1	gene-LOC108830689
XM_018604269.1	gene-LOC108830675
XM_018604267.1	gene-LOC108830675
XM_018604277.1	gene-LOC108830684
XM_018604278.1	gene-LOC108830684
XM_018604283.1	gene-LOC108830687
XM_018604280.1	gene-LOC108830686
XM_018604281.1	gene-LOC108830686
XM_018604282.1	gene-LOC108830686
XM_018604290.1	gene-LOC108830693
XM_018604291.1	gene-LOC108830693
XM_018604289.1	gene-LOC108830692
Parent=gene-LOC108830670	gene-LOC108830670
XM_018604261.1	gene-LOC108830667
XM_018604260.1	gene-LOC108830667
XM_018604259.1	gene-LOC108830667
TRNAM-CAU-47	gene-TRNAM-CAU
XR_001946212.1	gene-LOC108830678
XR_001946210.1	gene-LOC108830678
XR_001946211.1	gene-LOC108830678
XM_018604257.1	gene-LOC108830664
TRNAL-UAG-21	gene-TRNAL-UAG
XM_018604276.1	gene-LOC108830683
XM_018604258.1	gene-LOC108830665
XM_018604270.1	gene-LOC108830676
XM_018604265.1	gene-LOC108830671
XM_018604275.1	gene-LOC108830682
Parent=gene-LOC108830673	gene-LOC108830673
XM_018604273.1	gene-LOC108830679
XM_018604272.1	gene-LOC108830679
XM_018604266.1	gene-LOC108830674
XM_018604271.1	gene-LOC108830677
TRNAL-UAG-22	gene-TRNAL-UAG
XM_018604292.1	gene-LOC108830697
XM_018604293.1	gene-LOC108830698
XM_018604294.1	gene-LOC108830699
XM_018604295.1	gene-LOC108830701
XM_018604296.1	gene-LOC108830702
XR_001946214.1	gene-LOC108830705
XR_001946213.1	gene-LOC108830705
XM_018604297.1	gene-LOC108830703
XM_018604298.1	gene-LOC108830704
XM_018604299.1	gene-LOC108830706
XM_018604301.1	gene-LOC108830707
XM_018604300.1	gene-LOC108830707
XM_018604302.1	gene-LOC108830708
XM_018604303.1	gene-LOC108830710
XM_018604306.1	gene-LOC108830712
XM_018604305.1	gene-LOC108830711
XM_018604308.1	gene-LOC108830713
XM_018604309.1	gene-LOC108830714
XM_018604313.1	gene-LOC108830720
XM_018604315.1	gene-LOC108830720
XM_018604311.1	gene-LOC108830718
Parent=gene-LOC108830715	gene-LOC108830715
XM_018604310.1	gene-LOC108830716
XM_018604312.1	gene-LOC108830719
XM_018604316.1	gene-LOC108830721
XM_018604318.1	gene-LOC108830723
XM_018604317.1	gene-LOC108830722
XR_001946216.1	gene-LOC108830724
XR_001946215.1	gene-LOC108830724
XM_018604326.1	gene-LOC108830734
XM_018604319.1	gene-LOC108830725
XM_018604320.1	gene-LOC108830726
Parent=gene-LOC108830728	gene-LOC108830728
XM_018604328.1	gene-LOC108830737
XM_018604329.1	gene-LOC108830739
Parent=gene-LOC108830736	gene-LOC108830736
XM_018604321.1	gene-LOC108830729
Parent=gene-LOC108830732	gene-LOC108830732
XM_018604327.1	gene-LOC108830735
XM_018604324.1	gene-LOC108830731
XM_018604325.1	gene-LOC108830733
XM_018604322.1	gene-LOC108830730
XM_018604336.1	gene-LOC108830751
XM_018604330.1	gene-LOC108830740
Parent=gene-LOC108830741	gene-LOC108830741
Parent=gene-LOC108830742	gene-LOC108830742
Parent=gene-LOC108830743	gene-LOC108830743
XM_018604331.1	gene-LOC108830744
XM_018604332.1	gene-LOC108830745
XM_018604333.1	gene-LOC108830746
XM_018604334.1	gene-LOC108830748
Parent=gene-LOC108830749	gene-LOC108830749
XM_018604335.1	gene-LOC108830750
XM_018604338.1	gene-LOC108830753
XM_018604339.1	gene-LOC108830754
XM_018604340.1	gene-LOC108830755
XM_018604343.1	gene-LOC108830758
XR_001946217.1	gene-LOC108830759
XM_018604342.1	gene-LOC108830757
XM_018604341.1	gene-LOC108830756
XM_018604337.1	gene-LOC108830752
XR_001946225.1	gene-LOC108830760
XR_001946227.1	gene-LOC108830760
XR_001946223.1	gene-LOC108830760
XR_001946226.1	gene-LOC108830760
XR_001946229.1	gene-LOC108830760
XR_001946228.1	gene-LOC108830760
XR_001946221.1	gene-LOC108830760
XR_001946224.1	gene-LOC108830760
XR_001946218.1	gene-LOC108830760
XR_001946219.1	gene-LOC108830760
XR_001946220.1	gene-LOC108830760
XR_001946222.1	gene-LOC108830760
XR_001946230.1	gene-LOC108830760
XM_018604344.1	gene-LOC108830760
XM_018604345.1	gene-LOC108830760
XM_018604349.1	gene-LOC108830764
XM_018604347.1	gene-LOC108830763
XM_018604351.1	gene-LOC108830767
XR_001946231.1	gene-LOC108830765
XM_018604350.1	gene-LOC108830766
XM_018604346.1	gene-LOC108830762
Parent=gene-LOC108830768	gene-LOC108830768
XM_018604357.1	gene-LOC108830773
XM_018604356.1	gene-LOC108830772
XM_018604352.1	gene-LOC108830770
XM_018604358.1	gene-LOC108830774
XM_018604355.1	gene-LOC108830771
XM_018604359.1	gene-LOC108830775
XM_018604361.1	gene-LOC108830780
XR_001946232.1	gene-LOC108830779
Parent=gene-LOC108830777	gene-LOC108830777
XM_018604365.1	gene-LOC108830783
XM_018604360.1	gene-LOC108830776
XM_018604362.1	gene-LOC108830781
XM_018604367.1	gene-LOC108830785
XM_018604366.1	gene-LOC108830784
XM_018604364.1	gene-LOC108830782
XM_018604368.1	gene-LOC108830787
XR_001946233.1	gene-LOC108830786
XR_001946235.1	gene-LOC108830786
XR_001946234.1	gene-LOC108830786
XM_018604369.1	gene-LOC108830789
XM_018604370.1	gene-LOC108830790
XM_018604371.1	gene-LOC108830791
XM_018604373.1	gene-LOC108830792
XM_018604374.1	gene-LOC108830793
XR_001946236.1	gene-LOC108830794
XM_018604375.1	gene-LOC108830795
XM_018604377.1	gene-LOC108830799
Parent=gene-LOC108830797	gene-LOC108830797
XR_001946239.1	gene-LOC108830798
XR_001946238.1	gene-LOC108830798
XR_001946237.1	gene-LOC108830798
XR_001946240.1	gene-LOC108830801
XR_001946243.1	gene-LOC108830802
XR_001946242.1	gene-LOC108830802
XR_001946241.1	gene-LOC108830802
XM_018604378.1	gene-LOC108830800
XM_018604376.1	gene-LOC108830796
XM_018604382.1	gene-LOC108830806
XM_018604379.1	gene-LOC108830804
XM_018604380.1	gene-LOC108830805
XM_018604383.1	gene-LOC108830807
XM_018604385.1	gene-LOC108830810
XM_018604384.1	gene-LOC108830808
XR_001946245.1	gene-LOC108830809
XR_001946244.1	gene-LOC108830809
Parent=gene-LOC108830811	gene-LOC108830811
XM_018604386.1	gene-LOC108830812
XM_018604389.1	gene-LOC108830815
XM_018604390.1	gene-LOC108830816
XM_018604391.1	gene-LOC108830817
XM_018604392.1	gene-LOC108830818
XM_018604388.1	gene-LOC108830814
XM_018604387.1	gene-LOC108830813
XM_018604393.1	gene-LOC108830819
Parent=gene-LOC108830820	gene-LOC108830820
Parent=gene-LOC108830822	gene-LOC108830822
XM_018604397.1	gene-LOC108830825
XM_018604394.1	gene-LOC108830823
XM_018604396.1	gene-LOC108830824
XM_018604400.1	gene-LOC108830827
XM_018604399.1	gene-LOC108830827
XM_018604398.1	gene-LOC108830826
Parent=gene-LOC108830828	gene-LOC108830828
XM_018604407.1	gene-LOC108830835
XM_018604412.1	gene-LOC108830839
XM_018604411.1	gene-LOC108830839
XM_018604410.1	gene-LOC108830838
XM_018604408.1	gene-LOC108830836
Parent=gene-LOC108830840	gene-LOC108830840
XM_018604403.1	gene-LOC108830833
XM_018604404.1	gene-LOC108830833
XM_018604409.1	gene-LOC108830837
XM_018604402.1	gene-LOC108830832
XM_018604406.1	gene-LOC108830834
XM_018604401.1	gene-LOC108830829
XM_018604413.1	gene-LOC108830843
XR_001946246.1	gene-LOC108830844
Parent=gene-LOC108830842	gene-LOC108830842
XM_018604416.1	gene-LOC108830846
XR_001946247.1	gene-LOC108830850
XM_018604420.1	gene-LOC108830850
XM_018604421.1	gene-LOC108830850
XM_018604417.1	gene-LOC108830847
XM_018604418.1	gene-LOC108830848
XM_018604415.1	gene-LOC108830845
XM_018604419.1	gene-LOC108830849
XM_018604422.1	gene-LOC108830852
Parent=gene-LOC108830854	gene-LOC108830854
XM_018604423.1	gene-LOC108830853
XM_018604435.1	gene-LOC108830865
XM_018604428.1	gene-LOC108830859
XM_018604434.1	gene-LOC108830864
XM_018604436.1	gene-LOC108830867
XM_018604431.1	gene-LOC108830861
XM_018604426.1	gene-LOC108830856
XM_018604432.1	gene-LOC108830862
XM_018604433.1	gene-LOC108830863
XM_018604427.1	gene-LOC108830858
XM_018604430.1	gene-LOC108830860
XM_018604425.1	gene-LOC108830855
XR_001946248.1	gene-LOC108830873
Parent=gene-LOC108830869	gene-LOC108830869
XM_018604440.1	gene-LOC108830870
XM_018604442.1	gene-LOC108830871
XM_018604441.1	gene-LOC108830871
XM_018604443.1	gene-LOC108830872
XM_018604444.1	gene-LOC108830872
XM_018604437.1	gene-LOC108830868
XM_018604438.1	gene-LOC108830868
Parent=gene-LOC108830876	gene-LOC108830876
XM_018604445.1	gene-LOC108830874
XM_018604447.1	gene-LOC108830879
XM_018604448.1	gene-LOC108830880
XM_018604449.1	gene-LOC108830881
XM_018604446.1	gene-LOC108830877
Parent=gene-LOC108830878	gene-LOC108830878
XM_018604452.1	gene-LOC108830884
XM_018604453.1	gene-LOC108830885
XM_018604454.1	gene-LOC108830886
XM_018604451.1	gene-LOC108830883
XM_018604450.1	gene-LOC108830882
XM_018604457.1	gene-LOC108830889
XM_018604461.1	gene-LOC108830889
XM_018604458.1	gene-LOC108830889
XM_018604460.1	gene-LOC108830889
XM_018604459.1	gene-LOC108830889
XM_018604464.1	gene-LOC108830892
XM_018604468.1	gene-LOC108830895
XM_018604467.1	gene-LOC108830894
XM_018604466.1	gene-LOC108830894
Parent=gene-LOC108830893	gene-LOC108830893
XM_018604462.1	gene-LOC108830891
XM_018604463.1	gene-LOC108830891
XM_018604456.1	gene-LOC108830888
XM_018604455.1	gene-LOC108830888
Parent=gene-LOC108830887	gene-LOC108830887
XM_018604469.1	gene-LOC108830896
XM_018604470.1	gene-LOC108830897
Parent=gene-LOC108830899	gene-LOC108830899
XM_018604471.1	gene-LOC108830900
XM_018604472.1	gene-LOC108830901
XR_001946249.1	gene-LOC108830902
XM_018604474.1	gene-LOC108830903
XM_018604475.1	gene-LOC108830904
XM_018604476.1	gene-LOC108830905
XM_018604477.1	gene-LOC108830907
XM_018604478.1	gene-LOC108830908
XM_018604480.1	gene-LOC108830909
XM_018604481.1	gene-LOC108830910
Parent=gene-LOC108830911	gene-LOC108830911
XM_018604482.1	gene-LOC108830914
XM_018604483.1	gene-LOC108830915
XM_018604498.1	gene-LOC108830929
XM_018604484.1	gene-LOC108830916
XM_018604495.1	gene-LOC108830927
XM_018604497.1	gene-LOC108830928
XM_018604490.1	gene-LOC108830921
XM_018604489.1	gene-LOC108830921
XM_018604491.1	gene-LOC108830922
XM_018604486.1	gene-LOC108830917
XM_018604487.1	gene-LOC108830918
XM_018604488.1	gene-LOC108830919
XR_001946250.1	gene-LOC108830920
XM_018604493.1	gene-LOC108830925
XM_018604494.1	gene-LOC108830926
XM_018604492.1	gene-LOC108830923
XM_018604501.1	gene-LOC108830932
XM_018604500.1	gene-LOC108830931
XM_018604499.1	gene-LOC108830930
XM_018604520.1	gene-LOC108830951
XM_018604521.1	gene-LOC108830952
XM_018604512.1	gene-LOC108830943
XM_018604513.1	gene-LOC108830944
XM_018604507.1	gene-LOC108830938
XM_018604508.1	gene-LOC108830939
XM_018604509.1	gene-LOC108830940
XM_018604510.1	gene-LOC108830941
XM_018604511.1	gene-LOC108830942
XM_018604518.1	gene-LOC108830949
XM_018604519.1	gene-LOC108830950
Parent=gene-LOC108830948	gene-LOC108830948
XM_018604514.1	gene-LOC108830946
XM_018604515.1	gene-LOC108830947
XM_018604503.1	gene-LOC108830935
XM_018604502.1	gene-LOC108830933
XM_018604504.1	gene-LOC108830936
XM_018604505.1	gene-LOC108830937
XM_018604522.1	gene-LOC108830953
XM_018604523.1	gene-LOC108830954
XR_001946251.1	gene-LOC108830956
Parent=gene-LOC108830955	gene-LOC108830955
XM_018604524.1	gene-LOC108830959
XR_001946259.1	gene-LOC108830957
XR_001946252.1	gene-LOC108830957
XR_001946256.1	gene-LOC108830957
XR_001946257.1	gene-LOC108830957
XR_001946258.1	gene-LOC108830957
XR_001946261.1	gene-LOC108830957
XR_001946260.1	gene-LOC108830957
XR_001946253.1	gene-LOC108830957
XR_001946254.1	gene-LOC108830957
XR_001946255.1	gene-LOC108830957
XR_001946262.1	gene-LOC108830958
XM_018604525.1	gene-LOC108830960
XM_018604526.1	gene-LOC108830961
XR_001946263.1	gene-LOC108830962
XR_001946264.1	gene-LOC108830963
XR_001946265.1	gene-LOC108830963
XM_018604530.1	gene-LOC108830967
XR_001946268.1	gene-LOC108830968
XR_001946266.1	gene-LOC108830968
XR_001946267.1	gene-LOC108830968
XM_018604527.1	gene-LOC108830964
XM_018604528.1	gene-LOC108830965
XM_018604529.1	gene-LOC108830966
XM_018604532.1	gene-LOC108830970
XM_018604533.1	gene-LOC108830971
XM_018604531.1	gene-LOC108830969
XM_018604535.1	gene-LOC108830974
XM_018604534.1	gene-LOC108830972
Parent=gene-LOC108830973	gene-LOC108830973
XM_018604540.1	gene-LOC108830980
XM_018604537.1	gene-LOC108830976
XM_018604541.1	gene-LOC108830981
XM_018604538.1	gene-LOC108830977
XR_001946271.1	gene-LOC108830985
XR_001946270.1	gene-LOC108830985
XR_001946269.1	gene-LOC108830985
XM_018604542.1	gene-LOC108830982
XR_001946272.1	gene-LOC108830986
XM_018604546.1	gene-LOC108830986
XM_018604544.1	gene-LOC108830983
XM_018604545.1	gene-LOC108830984
XM_018604536.1	gene-LOC108830975
XM_018604539.1	gene-LOC108830978
XM_018604547.1	gene-LOC108830987
XM_018604548.1	gene-LOC108830988
XM_018604550.1	gene-LOC108830992
Parent=gene-LOC108830990	gene-LOC108830990
XM_018604549.1	gene-LOC108830991
XM_018604561.1	gene-LOC108831004
XM_018604562.1	gene-LOC108831005
XM_018604563.1	gene-LOC108831005
XM_018604556.1	gene-LOC108830996
XR_001946273.1	gene-LOC108831003
Parent=gene-LOC108831001	gene-LOC108831001
XM_018604554.1	gene-LOC108830994
XM_018604551.1	gene-LOC108830993
XM_018604553.1	gene-LOC108830993
XM_018604552.1	gene-LOC108830993
Parent=gene-LOC108831002	gene-LOC108831002
XM_018604557.1	gene-LOC108830997
XM_018604559.1	gene-LOC108831000
XM_018604558.1	gene-LOC108830998
XM_018604555.1	gene-LOC108830995
XM_018604564.1	gene-LOC108831006
XM_018604565.1	gene-LOC108831007
XM_018604566.1	gene-LOC108831008
XM_018604567.1	gene-LOC108831011
Parent=gene-LOC108831012	gene-LOC108831012
XM_018604570.1	gene-LOC108831014
XM_018604569.1	gene-LOC108831013
XM_018604571.1	gene-LOC108831015
XM_018604580.1	gene-LOC108831023
XM_018604578.1	gene-LOC108831021
XM_018604583.1	gene-LOC108831026
XM_018604582.1	gene-LOC108831025
XM_018604581.1	gene-LOC108831024
XM_018604573.1	gene-LOC108831017
XM_018604572.1	gene-LOC108831016
XM_018604576.1	gene-LOC108831020
XM_018604575.1	gene-LOC108831020
XM_018604574.1	gene-LOC108831019
XM_018604579.1	gene-LOC108831022
XM_018604587.1	gene-LOC108831030
XM_018604590.1	gene-LOC108831030
XM_018604592.1	gene-LOC108831030
XM_018604594.1	gene-LOC108831030
XM_018604586.1	gene-LOC108831030
XM_018604588.1	gene-LOC108831030
XM_018604591.1	gene-LOC108831030
XM_018604593.1	gene-LOC108831030
XM_018604605.1	gene-LOC108831036
XM_018604606.1	gene-LOC108831036
XM_018604607.1	gene-LOC108831036
XM_018604599.1	gene-LOC108831033
XM_018604598.1	gene-LOC108831033
XM_018604600.1	gene-LOC108831034
XM_018604595.1	gene-LOC108831031
XM_018604601.1	gene-LOC108831035
XM_018604603.1	gene-LOC108831035
XM_018604604.1	gene-LOC108831035
XM_018604597.1	gene-LOC108831032
XM_018604596.1	gene-LOC108831032
XM_018604585.1	gene-LOC108831029
XM_018604584.1	gene-LOC108831027
XM_018604610.1	gene-LOC108831039
XM_018604613.1	gene-LOC108831043
XM_018604608.1	gene-LOC108831037
XM_018604609.1	gene-LOC108831038
XM_018604611.1	gene-LOC108831041
XM_018604612.1	gene-LOC108831042
XR_001946274.1	gene-LOC108831044
XM_018604615.1	gene-LOC108831045
XM_018604616.1	gene-LOC108831046
XM_018604620.1	gene-LOC108831050
XM_018604617.1	gene-LOC108831047
XM_018604618.1	gene-LOC108831048
XM_018604619.1	gene-LOC108831049
Parent=gene-LOC108831056	gene-LOC108831056
XM_018604621.1	gene-LOC108831051
XM_018604622.1	gene-LOC108831052
XM_018604625.1	gene-LOC108831054
XR_001946276.1	gene-LOC108831055
XR_001946275.1	gene-LOC108831055
XM_018604623.1	gene-LOC108831053
XM_018604624.1	gene-LOC108831053
Parent=gene-LOC108831060	gene-LOC108831060
XM_018604630.1	gene-LOC108831059
Parent=gene-LOC108831061	gene-LOC108831061
XM_018604629.1	gene-LOC108831057
XM_018604628.1	gene-LOC108831057
XM_018604626.1	gene-LOC108831057
XM_018604627.1	gene-LOC108831057
XM_018604633.1	gene-LOC108831063
XM_018604632.1	gene-LOC108831062
XM_018604634.1	gene-LOC108831064
XR_001946287.1	gene-LOC108831069
XR_001946290.1	gene-LOC108831069
XR_001946288.1	gene-LOC108831069
XR_001946281.1	gene-LOC108831069
XR_001946283.1	gene-LOC108831069
XR_001946284.1	gene-LOC108831069
XR_001946280.1	gene-LOC108831069
XR_001946285.1	gene-LOC108831069
XR_001946291.1	gene-LOC108831069
XR_001946282.1	gene-LOC108831069
XR_001946295.1	gene-LOC108831069
XR_001946286.1	gene-LOC108831069
XR_001946294.1	gene-LOC108831069
XR_001946289.1	gene-LOC108831069
XR_001946292.1	gene-LOC108831069
XR_001946293.1	gene-LOC108831069
XM_018604637.1	gene-LOC108831068
XR_001946277.1	gene-LOC108831067
XR_001946279.1	gene-LOC108831067
XR_001946278.1	gene-LOC108831067
XM_018604635.1	gene-LOC108831065
XM_018604636.1	gene-LOC108831066
XM_018604638.1	gene-LOC108831070
XM_018604641.1	gene-LOC108831072
XR_001946296.1	gene-LOC108831078
XM_018604645.1	gene-LOC108831076
XM_018604646.1	gene-LOC108831076
XM_018604642.1	gene-LOC108831073
XM_018604640.1	gene-LOC108831071
XM_018604639.1	gene-LOC108831071
XM_018604643.1	gene-LOC108831074
XM_018604644.1	gene-LOC108831075
XR_001946303.1	gene-LOC108831081
XR_001946299.1	gene-LOC108831079
XR_001946300.1	gene-LOC108831079
XR_001946302.1	gene-LOC108831079
XR_001946298.1	gene-LOC108831079
XR_001946301.1	gene-LOC108831079
XR_001946297.1	gene-LOC108831079
Parent=gene-LOC108831080	gene-LOC108831080
XM_018604648.1	gene-LOC108831082
Parent=gene-LOC108831083	gene-LOC108831083
XM_018604651.1	gene-LOC108831085
XM_018604649.1	gene-LOC108831084
XM_018604652.1	gene-LOC108831086
XM_018604653.1	gene-LOC108831087
XM_018604654.1	gene-LOC108831088
XM_018604655.1	gene-LOC108831091
XM_018604658.1	gene-LOC108831093
XM_018604659.1	gene-LOC108831094
XM_018604662.1	gene-LOC108831094
XM_018604660.1	gene-LOC108831094
XM_018604661.1	gene-LOC108831094
Parent=gene-LOC108831090	gene-LOC108831090
XM_018604657.1	gene-LOC108831092
XM_018604663.1	gene-LOC108831095
XM_018604666.1	gene-LOC108831099
XM_018604664.1	gene-LOC108831097
XM_018604665.1	gene-LOC108831098
XM_018604672.1	gene-LOC108831104
XM_018604668.1	gene-LOC108831100
XM_018604669.1	gene-LOC108831101
XM_018604675.1	gene-LOC108831106
XM_018604676.1	gene-LOC108831107
XM_018604673.1	gene-LOC108831105
XM_018604674.1	gene-LOC108831105
XM_018604670.1	gene-LOC108831102
XM_018604671.1	gene-LOC108831103
Parent=gene-LOC108831108	gene-LOC108831108
XM_018604677.1	gene-LOC108831109
XM_018604678.1	gene-LOC108831110
XM_018604679.1	gene-LOC108831111
XM_018604686.1	gene-LOC108831120
XM_018604689.1	gene-LOC108831123
XM_018604681.1	gene-LOC108831113
XM_018604687.1	gene-LOC108831121
Parent=gene-LOC108831114	gene-LOC108831114
Parent=gene-LOC108831115	gene-LOC108831115
XM_018604682.1	gene-LOC108831117
XM_018604683.1	gene-LOC108831119
XM_018604685.1	gene-LOC108831119
XM_018604680.1	gene-LOC108831112
Parent=gene-LOC108831118	gene-LOC108831118
XM_018604688.1	gene-LOC108831122
Parent=gene-LOC108831129	gene-LOC108831129
XM_018604694.1	gene-LOC108831128
XM_018604690.1	gene-LOC108831124
XM_018604691.1	gene-LOC108831126
XM_018604692.1	gene-LOC108831127
XM_018604695.1	gene-LOC108831130
XM_018604696.1	gene-LOC108831131
XM_018604697.1	gene-LOC108831131
XM_018604698.1	gene-LOC108831132
XM_018604699.1	gene-LOC108831133
Parent=gene-LOC108831143	gene-LOC108831143
XM_018604706.1	gene-LOC108831142
XM_018604701.1	gene-LOC108831135
XM_018604704.1	gene-LOC108831139
XM_018604705.1	gene-LOC108831140
XR_001946304.1	gene-LOC108831138
XM_018604703.1	gene-LOC108831137
Parent=gene-LOC108831136	gene-LOC108831136
XM_018604700.1	gene-LOC108831134
XM_018604707.1	gene-LOC108831144
XM_018604709.1	gene-LOC108831145
Parent=gene-LOC108831147	gene-LOC108831147
XM_018604710.1	gene-LOC108831146
XM_018604713.1	gene-LOC108831151
XM_018604712.1	gene-LOC108831150
XM_018604711.1	gene-LOC108831148
Parent=gene-LOC108831153	gene-LOC108831153
XM_018604714.1	gene-LOC108831152
XM_018604716.1	gene-LOC108831154
XM_018604717.1	gene-LOC108831155
XM_018604718.1	gene-LOC108831156
XM_018604719.1	gene-LOC108831158
XM_018604721.1	gene-LOC108831159
XM_018604722.1	gene-LOC108831160
XM_018604723.1	gene-LOC108831161
XM_018604724.1	gene-LOC108831162
XM_018604725.1	gene-LOC108831163
XM_018604726.1	gene-LOC108831164
XM_018604731.1	gene-LOC108831169
XM_018604727.1	gene-LOC108831166
XM_018604733.1	gene-LOC108831171
Parent=gene-LOC108831172	gene-LOC108831172
XM_018604734.1	gene-LOC108831173
TRNAL-UAG-23	gene-TRNAL-UAG
XM_018604736.1	gene-LOC108831175
XM_018604735.1	gene-LOC108831175
XM_018604728.1	gene-LOC108831167
XM_018604730.1	gene-LOC108831168
XM_018604732.1	gene-LOC108831170
XR_001946305.1	gene-LOC108831179
XM_018604739.1	gene-LOC108831178
XM_018604738.1	gene-LOC108831177
XM_018604747.1	gene-LOC108831186
XR_001946306.1	gene-LOC108831187
XM_018604743.1	gene-LOC108831184
XM_018604742.1	gene-LOC108831182
XM_018604741.1	gene-LOC108831181
XR_001946307.1	gene-LOC108831189
XM_018604740.1	gene-LOC108831180
TRNAL-CAG-10	gene-TRNAL-CAG
TRNAT-AGU-22	gene-TRNAT-AGU
XM_018604749.1	gene-LOC108831190
XM_018604744.1	gene-LOC108831185
XM_018604746.1	gene-LOC108831185
XM_018604748.1	gene-LOC108831188
TRNAW-CCA-31	gene-TRNAW-CCA
XM_018604752.1	gene-LOC108831194
XM_018604751.1	gene-LOC108831193
XM_018604753.1	gene-LOC108831196
Parent=gene-LOC108831197	gene-LOC108831197
XR_001946309.1	gene-LOC108831199
XR_001946308.1	gene-LOC108831199
XR_001946310.1	gene-LOC108831199
XM_018604756.1	gene-LOC108831199
XM_018604757.1	gene-LOC108831199
XM_018604755.1	gene-LOC108831199
XR_001946311.1	gene-LOC108831200
XM_018604754.1	gene-LOC108831198
XM_018604759.1	gene-LOC108831201
XM_018604758.1	gene-LOC108831201
XM_018604760.1	gene-LOC108831201
XM_018604761.1	gene-LOC108831201
Parent=gene-LOC108831202	gene-LOC108831202
XM_018604763.1	gene-LOC108831205
XM_018604762.1	gene-LOC108831203
Parent=gene-LOC108831206	gene-LOC108831206
XM_018604765.1	gene-LOC108831207
XR_001946312.1	gene-LOC108831208
XM_018604766.1	gene-LOC108831209
XM_018604775.1	gene-LOC108831213
XM_018604777.1	gene-LOC108831214
XM_018604774.1	gene-LOC108831212
XM_018604772.1	gene-LOC108831210
XM_018604773.1	gene-LOC108831210
XM_018604771.1	gene-LOC108831210
XM_018604768.1	gene-LOC108831210
XM_018604769.1	gene-LOC108831210
XM_018604770.1	gene-LOC108831210
XM_018604767.1	gene-LOC108831210
XR_001946313.1	gene-LOC108831218
XM_018604780.1	gene-LOC108831217
XM_018604781.1	gene-LOC108831220
XM_018604778.1	gene-LOC108831215
XM_018604779.1	gene-LOC108831216
XM_018604785.1	gene-LOC108831223
XM_018604782.1	gene-LOC108831221
XR_001946316.1	gene-LOC108831228
XR_001946314.1	gene-LOC108831228
XR_001946315.1	gene-LOC108831228
XM_018604791.1	gene-LOC108831228
XM_018604790.1	gene-LOC108831228
XM_018604783.1	gene-LOC108831222
XM_018604789.1	gene-LOC108831227
XM_018604788.1	gene-LOC108831226
XM_018604786.1	gene-LOC108831224
XM_018604787.1	gene-LOC108831225
XM_018604792.1	gene-LOC108831230
XR_001946317.1	gene-LOC108831232
XM_018604793.1	gene-LOC108831231
XM_018604795.1	gene-LOC108831233
XM_018604796.1	gene-LOC108831234
XM_018604797.1	gene-LOC108831235
XM_018604798.1	gene-LOC108831236
XM_018604800.1	gene-LOC108831237
XM_018604799.1	gene-LOC108831237
XR_001946327.1	gene-LOC108831249
XM_018604806.1	gene-LOC108831246
XM_018604808.1	gene-LOC108831246
XM_018604807.1	gene-LOC108831246
XR_001946318.1	gene-LOC108831240
XR_001946321.1	gene-LOC108831244
XR_001946319.1	gene-LOC108831244
XR_001946323.1	gene-LOC108831244
XR_001946320.1	gene-LOC108831244
XR_001946322.1	gene-LOC108831244
XM_018604805.1	gene-LOC108831243
XR_001946326.1	gene-LOC108831245
XR_001946324.1	gene-LOC108831245
XR_001946325.1	gene-LOC108831245
XM_018604802.1	gene-LOC108831241
TRNAI-AAU-49	gene-TRNAI-AAU
XM_018604809.1	gene-LOC108831250
XM_018604803.1	gene-LOC108831242
XM_018604801.1	gene-LOC108831239
XM_018604814.1	gene-LOC108831254
XM_018604810.1	gene-LOC108831252
XM_018604813.1	gene-LOC108831253
XM_018604812.1	gene-LOC108831253
XM_018604817.1	gene-LOC108831258
XM_018604816.1	gene-LOC108831257
XM_018604815.1	gene-LOC108831256
XR_001946328.1	gene-LOC108831259
XM_018604820.1	gene-LOC108831261
XM_018604825.1	gene-LOC108831268
XM_018604819.1	gene-LOC108831260
XR_001946329.1	gene-LOC108831269
XM_018604822.1	gene-LOC108831263
XM_018604821.1	gene-LOC108831262
